Ex_mean Ex_std Ey_mean Ey_std lossx_mean lossx_std lossy_mean lossy_std
2.89127265 0.03016926 2.97961959 0.03307772 0.04510029 0.00028525 0.04390634 0.00031564
2.87323176 0.02573903 3.09600493 0.03338117 0.05072038 0.00029557 0.04297024 0.00020170
2.85980806 0.02865385 2.95850152 0.02852604 0.04674593 0.00032114 0.04774876 0.00031597
2.82320357 0.03923925 3.14858343 0.03491759 0.04933216 0.00032961 0.04225760 0.00034441
2.84886194 0.03338385 3.04092172 0.03724967 0.04713399 0.00028952 0.03967564 0.00030775
2.81312217 0.03403041 2.96112960 0.03184768 0.04949494 0.00024029 0.04364629 0.00033340
2.90284336 0.03415860 2.91089359 0.03524307 0.04594239 0.00021260 0.04376579 0.00029847
2.86871925 0.03472643 2.91953479 0.03016967 0.04907321 0.00032616 0.04511119 0.00029986
2.94078912 0.03146533 2.91685497 0.03457061 0.04704323 0.00024636 0.04290336 0.00023828
2.94843849 0.02900566 2.86251746 0.03222762 0.04576733 0.00036281 0.04313968 0.00026777
3.01807497 0.03231646 3.00319915 0.02752510 0.04665770 0.00027906 0.04305951 0.00031472
2.94881019 0.03955554 2.77693942 0.02626183 0.04967065 0.00033375 0.05000124 0.00032802
2.92092594 0.03780280 3.01398517 0.03582566 0.04370115 0.00023884 0.04512236 0.00026389
2.84413830 0.04154265 2.89596564 0.03180591 0.04675812 0.00036651 0.04530436 0.00028998
2.81659604 0.03439442 2.95322598 0.04284488 0.04441271 0.00035673 0.04637652 0.00025256
2.93594325 0.03512160 3.04424757 0.03014399 0.04495479 0.00024270 0.04548488 0.00021296
2.94869654 0.02863943 2.97604379 0.04046412 0.04549382 0.00028811 0.04535852 0.00034049
3.03841578 0.03356580 2.92348122 0.03837360 0.04318723 0.00025029 0.04392016 0.00027597
3.04702556 0.03291051 2.94355181 0.03403897 0.04385037 0.00024694 0.04676119 0.00027653
3.00108509 0.02661168 2.85620506 0.02752956 0.04330737 0.00024609 0.04719190 0.00032165
3.00089677 0.02993008 2.83401391 0.02870946 0.04293350 0.00021937 0.04482200 0.00034215
3.02545880 0.03528978 2.78749537 0.03304112 0.04498531 0.00024726 0.04528543 0.00025415
2.77984174 0.03900379 3.11409058 0.03603666 0.05353157 0.00034492 0.04326450 0.00019965
2.97961890 0.02492484 2.96646340 0.03757069 0.04691580 0.00024139 0.04436787 0.00021960
2.86029672 0.03537756 3.04948521 0.03317162 0.04975905 0.00037314 0.04490584 0.00035542
2.96614282 0.02901196 2.86575801 0.02763390 0.04381530 0.00024298 0.04471600 0.00027141
3.03007342 0.03398861 2.91096095 0.03193816 0.04340199 0.00024105 0.04255423 0.00021353
3.10446637 0.03480468 2.90449715 0.02635525 0.04222187 0.00015570 0.04534951 0.00025318
3.08165223 0.03629795 2.94976443 0.02910394 0.03854894 0.00022599 0.04892884 0.00031355
3.04449798 0.03306130 2.92284529 0.03583870 0.04465270 0.00027957 0.04411403 0.00035260
2.99140954 0.03616548 2.92984397 0.04098940 0.04252219 0.00027847 0.04597539 0.00034582
2.98409922 0.02738628 2.99332873 0.02985346 0.04817779 0.00026796 0.04097614 0.00025946
2.99697864 0.03261242 2.80658753 0.03191152 0.04472836 0.00030673 0.04438559 0.00032137
3.10291575 0.03734049 2.70771698 0.02632287 0.04189420 0.00023178 0.04506474 0.00029327
2.97843673 0.03386407 3.03181083 0.02911542 0.04703352 0.00029508 0.04311917 0.00032921
3.00324334 0.02761406 2.90639604 0.03463540 0.04707687 0.00029530 0.04731176 0.00031191
3.11754402 0.03342301 2.97396243 0.02523266 0.04427411 0.00028432 0.04573893 0.00026414
3.14142315 0.03717482 2.80676602 0.03405704 0.04111029 0.00023972 0.04790586 0.00029610
3.09122281 0.03891941 2.88550591 0.03119433 0.04479587 0.00022860 0.04215147 0.00027462
3.14408470 0.03426771 2.87607121 0.03504688 0.04600464 0.00023749 0.04631643 0.00027394
3.15505928 0.03251156 2.79487370 0.03500250 0.04180833 0.00027008 0.05144628 0.00034681
3.13825887 0.03119690 2.78169519 0.03187903 0.04085397 0.00039040 0.04898880 0.00032310
3.04344919 0.03991883 3.03039628 0.03172933 0.04521199 0.00022145 0.04147650 0.00030438
2.95543646 0.02547934 2.86892529 0.02463044 0.04474725 0.00033186 0.04807872 0.00027575
2.98555611 0.03670196 2.92381401 0.03553065 0.04437055 0.00025219 0.04524398 0.00024465
2.99027780 0.03383046 2.88667400 0.02687754 0.04407309 0.00021086 0.04949082 0.00032531
3.09860552 0.03967556 2.80088508 0.03449272 0.04244042 0.00016927 0.04645718 0.00036224
3.20110673 0.02984904 2.65240375 0.03118694 0.04241186 0.00025247 0.04910074 0.00028183
3.24668444 0.02588634 2.82524969 0.02750076 0.04326221 0.00026883 0.04817206 0.00027017
3.19191240 0.03008324 2.68784155 0.03912309 0.04214811 0.00023965 0.05091207 0.00038792
3.25983698 0.03585025 2.66420954 0.02739518 0.04244169 0.00027442 0.05168121 0.00035223
3.11979384 0.04196626 2.95083671 0.02573294 0.04385695 0.00027857 0.04552487 0.00024848
3.26195884 0.03115532 2.52307342 0.03254462 0.04735393 0.00025811 0.05526213 0.00035825
3.26243824 0.03684830 2.80763108 0.03452365 0.04119270 0.00022401 0.04773762 0.00034727
3.12183002 0.03851939 2.78060251 0.03785635 0.04205064 0.00031036 0.04794494 0.00035780
3.30026582 0.03228398 2.78978053 0.02455227 0.04359170 0.00016706 0.05148178 0.00037166
3.27334352 0.03798481 2.63027928 0.03648476 0.04082720 0.00023651 0.05337214 0.00041865
3.30797125 0.03283376 2.77997103 0.03013215 0.04052070 0.00020166 0.05023395 0.00024439
3.20392775 0.03495324 2.89554326 0.03801736 0.04522469 0.00025587 0.04853495 0.00028724
3.31637027 0.03773234 2.57282845 0.03736791 0.04128614 0.00028687 0.05937046 0.00033009
3.38094047 0.03169373 2.50952322 0.03265768 0.03800760 0.00028449 0.05560628 0.00029080
3.05729474 0.03636751 3.03526393 0.03182760 0.04605693 0.00033904 0.04351454 0.00029096
3.13482663 0.04053843 2.76532511 0.02638224 0.04195661 0.00028513 0.05120986 0.00032885
3.27216012 0.03501883 2.69125769 0.03346083 0.04166885 0.00017300 0.05370476 0.00021231
3.26843097 0.03816341 2.57024345 0.03761587 0.04453955 0.00030004 0.05148506 0.00036813
2.86570232 0.03144028 3.09625156 0.03639104 0.04840499 0.00031567 0.03992337 0.00026081
2.85610470 0.02553669 3.09662842 0.03539230 0.04073022 0.00030912 0.04343705 0.00023110
2.88343789 0.03104966 3.08722786 0.03201862 0.04342184 0.00024355 0.03979833 0.00018719
2.90958472 0.03267894 3.14100124 0.03428665 0.04080289 0.00025922 0.04150157 0.00028466
2.82296239 0.03220403 3.09683962 0.02496934 0.04772605 0.00034292 0.04298016 0.00028603
2.73852977 0.03316176 3.07366004 0.02774328 0.04996522 0.00035592 0.04306902 0.00020307
2.77144651 0.03836322 3.05797234 0.02855915 0.04889138 0.00025545 0.04089479 0.00031524
2.66974295 0.03587867 3.13099129 0.03039075 0.04866120 0.00028067 0.04467797 0.00018149
2.71516465 0.03951365 3.13663849 0.03588437 0.05121882 0.00028278 0.04022493 0.00025753
2.76991915 0.03232729 3.21780715 0.02486991 0.05204169 0.00034106 0.04133315 0.00027064
2.91107644 0.03286266 3.03235605 0.03333364 0.04133154 0.00021771 0.04373558 0.00030452
2.92272374 0.03374974 3.05049777 0.02922286 0.04258372 0.00027245 0.04191309 0.00025461
2.90467958 0.02489139 3.09201371 0.02931461 0.04432261 0.00021485 0.04446092 0.00032170
2.96097729 0.03620355 3.07315119 0.03454090 0.04522191 0.00024437 0.04273921 0.00027814
2.81347062 0.03296807 3.06228127 0.03483785 0.04813513 0.00031123 0.04298597 0.00025884
2.90860575 0.03549456 2.98740502 0.03753360 0.04488503 0.00028599 0.04180084 0.00023499
2.83444167 0.02583679 3.10761772 0.03063616 0.04789933 0.00035134 0.04220098 0.00026811
2.91015911 0.02832763 3.12869869 0.03079088 0.04917790 0.00028230 0.04265907 0.00029220
2.82014805 0.03035808 3.11821845 0.03352193 0.04834939 0.00027729 0.04389728 0.00028401
2.85424863 0.02669205 3.18333762 0.03669056 0.05067661 0.00034616 0.04136940 0.00028781
3.03943160 0.02852719 3.04029355 0.03285608 0.04543323 0.00024428 0.04131620 0.00018629
2.99385417 0.03141527 3.02958153 0.03555040 0.04164885 0.00025376 0.04471201 0.00024486
2.93652689 0.02468369 3.15529770 0.03150171 0.04629206 0.00032382 0.03986295 0.00022712
3.01070740 0.02986395 3.01959453 0.02961701 0.04386291 0.00017653 0.04549114 0.00022255
2.91333402 0.03398771 3.08431818 0.03140083 0.04557360 0.00020454 0.04563746 0.00028999
2.97584465 0.03128567 3.03074674 0.02960562 0.04509341 0.00027736 0.04316900 0.00037735
2.96200173 0.03378002 3.01520313 0.03560721 0.04389603 0.00024467 0.04462965 0.00028239
2.91407102 0.04076964 3.01786026 0.03346148 0.04505086 0.00033134 0.04731216 0.00037197
2.84935212 0.02207929 3.14181269 0.03127601 0.04821174 0.00027481 0.04095147 0.00030362
2.78344287 0.03682623 3.20606756 0.03267743 0.04929163 0.00030447 0.03850843 0.00022746
3.00962909 0.03691130 2.98211271 0.04050048 0.04669870 0.00027801 0.04347143 0.00026950
3.03810787 0.03722858 3.14494183 0.03175704 0.04363933 0.00030394 0.04082817 0.00023628
2.98686091 0.03045573 3.06798850 0.04040401 0.04545283 0.00019157 0.03984000 0.00021087
2.96616032 0.03165005 3.11799734 0.03550558 0.04422238 0.00028531 0.04111376 0.00022123
3.01240011 0.03470012 2.92537562 0.03179271 0.04322295 0.00022529 0.04484532 0.00039919
3.01709353 0.03112139 3.00593117 0.03642667 0.04537454 0.00026990 0.04386821 0.00024873
2.97365855 0.03454303 2.91685498 0.03162820 0.04631802 0.00032121 0.04309779 0.00019123
2.98511532 0.03537218 3.01057662 0.03210135 0.04627427 0.00023592 0.04358218 0.00024451
3.01654643 0.02348809 3.11699721 0.03855891 0.04348224 0.00025636 0.04462292 0.00024634
2.98118106 0.02839379 3.02550690 0.03139864 0.04764090 0.00023757 0.04665711 0.00036764
3.01878891 0.03196337 3.02142953 0.03619203 0.04368633 0.00032955 0.04774622 0.00023510
3.10329345 0.02335799 3.03313359 0.03769896 0.03982812 0.00025167 0.04240745 0.00024130
3.06831828 0.03768147 3.11192194 0.03503914 0.04371944 0.00026886 0.04350244 0.00028363
3.05727220 0.02802788 3.02741935 0.03472815 0.04626696 0.00026088 0.04602398 0.00032650
3.04083376 0.02980727 2.93674690 0.02866662 0.04427305 0.00021872 0.04965435 0.00028430
3.06956557 0.03743543 3.02568982 0.03473346 0.04427764 0.00035848 0.04194413 0.00022329
3.11871199 0.03381452 3.00876056 0.03556550 0.04521298 0.00032953 0.04723362 0.00033473
2.93655101 0.03571056 2.75923992 0.02848035 0.04405340 0.00028507 0.04638605 0.00025585
3.02305798 0.03809976 3.06259379 0.03277601 0.04396954 0.00028469 0.04154181 0.00018773
3.00015388 0.02673529 3.09402040 0.02814380 0.04361726 0.00024256 0.04462073 0.00027855
3.11268800 0.03205505 2.89700479 0.03056674 0.04397516 0.00023413 0.04724327 0.00027489
3.08779402 0.02952633 3.10120371 0.02619651 0.04588467 0.00040265 0.04553398 0.00032294
3.10485459 0.03729436 2.97409238 0.03280260 0.04001230 0.00026039 0.04170399 0.00025113
3.02316651 0.02789422 3.05253994 0.02888027 0.04666422 0.00030968 0.04577448 0.00024024
3.12878117 0.02896337 2.88675494 0.02648192 0.04378162 0.00026669 0.04414621 0.00030536
3.02284898 0.03445594 3.03451748 0.03780485 0.04313270 0.00022994 0.04120561 0.00027834
3.05589597 0.03870225 2.88385979 0.02963321 0.04102206 0.00028182 0.05087849 0.00029130
3.08321175 0.03801983 3.03642954 0.03813041 0.04205787 0.00027639 0.04418496 0.00026251
3.14626564 0.03163102 2.99902537 0.03154931 0.04245369 0.00025005 0.04543225 0.00033728
3.12647425 0.03490303 3.03109229 0.02777788 0.04036113 0.00020367 0.04234904 0.00023252
3.05969919 0.03264228 3.07131899 0.03044137 0.04154820 0.00028329 0.04590022 0.00029192
3.17294679 0.02797607 3.02886595 0.02484060 0.04556455 0.00026438 0.04443576 0.00016084
3.13568244 0.03625673 3.09845466 0.03542658 0.04532382 0.00027692 0.04364229 0.00032921
3.10648543 0.02988106 2.98712127 0.04382320 0.04240104 0.00028933 0.04337283 0.00023760
3.15115199 0.03644948 2.91205669 0.03481664 0.04454885 0.00025275 0.04497144 0.00026211
3.08221112 0.02835293 2.93664345 0.03387000 0.04325306 0.00024302 0.04762884 0.00029326
3.15589202 0.03062769 3.01244935 0.03010333 0.04035049 0.00015261 0.04357084 0.00032528
3.10708710 0.03419568 3.07558315 0.02673373 0.04619791 0.00030577 0.04377677 0.00021187
3.07090290 0.03022209 2.99160444 0.03186213 0.04426213 0.00026080 0.04743332 0.00021535
3.06982257 0.02880893 3.02460088 0.03534383 0.04505970 0.00022047 0.04299013 0.00025487
3.19010111 0.03562108 2.91894237 0.02522595 0.04531040 0.00021517 0.04880821 0.00033454
3.26163749 0.03611608 2.96291821 0.03209734 0.04314530 0.00017679 0.04704819 0.00026424
3.22501340 0.04346007 2.92466773 0.03149854 0.04105691 0.00024986 0.04593621 0.00022857
3.24341923 0.04214922 2.90240457 0.03725477 0.03914483 0.00024616 0.04500923 0.00030808
3.16683015 0.04170984 2.92601171 0.03788322 0.04449100 0.00027521 0.04226184 0.00025517
3.17063943 0.03198741 3.09471364 0.03882275 0.04218708 0.00024764 0.04182827 0.00019227
3.20334185 0.03398582 3.02203538 0.03893897 0.04251749 0.00033820 0.04428757 0.00024614
3.21774165 0.03419251 2.83376574 0.04039782 0.04347524 0.00032311 0.04581722 0.00030253
3.26338208 0.02937519 2.94443146 0.03137436 0.04279030 0.00025427 0.04405177 0.00033205
3.17896358 0.02835315 3.02500734 0.03534572 0.04271610 0.00034586 0.04525824 0.00026181
3.27928674 0.03105490 2.81349818 0.03678293 0.04158811 0.00028420 0.04855326 0.00038448
3.17073666 0.03580574 3.02099790 0.03811237 0.04259709 0.00033788 0.04640985 0.00031742
3.29604191 0.03425492 2.87024303 0.03797562 0.04214731 0.00026189 0.04963035 0.00034594
3.29691998 0.03458680 2.82653129 0.03747436 0.04273554 0.00024482 0.04947532 0.00026878
3.24870496 0.03164982 2.85654697 0.03321880 0.04141225 0.00027498 0.04923234 0.00026078
3.19277785 0.03043186 2.92164518 0.02573565 0.04222536 0.00028913 0.04727344 0.00028633
3.33360866 0.02944766 2.99037374 0.03048715 0.04149883 0.00027788 0.04699285 0.00027460
3.30133156 0.03132972 2.92672455 0.02911097 0.04238384 0.00023190 0.04704038 0.00024211
3.35992855 0.03049841 2.81302185 0.02555522 0.04215552 0.00027056 0.04803740 0.00031028
3.33170244 0.03644552 2.78034314 0.04574967 0.04157921 0.00025399 0.04774264 0.00028338
3.39474761 0.03111708 2.71736537 0.02903045 0.04172754 0.00030199 0.05007143 0.00021363
3.33232617 0.03836661 2.76831658 0.02895683 0.03935631 0.00022399 0.05010277 0.00036413
3.37082154 0.03224965 2.74780976 0.03806610 0.04051997 0.00028979 0.05604935 0.00033219
3.22400098 0.03414565 2.96165348 0.03473263 0.04046591 0.00019264 0.04459703 0.00021701
3.20511463 0.03049970 3.10899392 0.03457443 0.04233811 0.00023539 0.04277839 0.00034871
3.41388616 0.03345828 2.70062136 0.03560988 0.03646192 0.00023778 0.05277174 0.00028576
3.32844973 0.03790959 2.72621099 0.02955574 0.04135808 0.00027755 0.04774006 0.00037629
3.24289965 0.03074753 2.84213882 0.03318642 0.03941262 0.00030736 0.04721062 0.00020680
2.94447582 0.03303669 3.25522515 0.03505548 0.04196257 0.00032231 0.04555553 0.00030005
2.94705556 0.03407231 3.23803338 0.03446246 0.04697550 0.00030935 0.03848665 0.00016770
2.98033949 0.02895721 3.16507543 0.04409721 0.04835559 0.00037926 0.04205432 0.00027661
3.00648948 0.03308155 3.25425803 0.03344092 0.04574983 0.00021394 0.03879200 0.00016000
2.91330602 0.04106793 3.23077108 0.03470151 0.04868748 0.00025959 0.04342110 0.00023855
2.89549954 0.03676530 3.23930692 0.03142411 0.04736778 0.00025946 0.04136577 0.00021817
2.80892401 0.03853407 3.16950915 0.03887593 0.05150576 0.00026076 0.04102767 0.00022519
2.90945977 0.03422574 3.31112758 0.03808430 0.04633665 0.00026225 0.03975842 0.00022328
3.00220546 0.02783098 3.15098797 0.03601093 0.04534546 0.00028337 0.04083819 0.00030720
3.04119474 0.03658884 3.23776294 0.03232581 0.04372978 0.00030248 0.04310710 0.00023892
2.98246318 0.03854918 3.10490362 0.03348506 0.04566560 0.00023385 0.04177087 0.00025628
3.04071458 0.03165381 3.12685815 0.03845245 0.04433393 0.00029303 0.04348283 0.00022594
2.95892916 0.04208210 3.21595693 0.02361767 0.04401406 0.00033243 0.04427422 0.00024493
2.97723662 0.02354518 3.14621877 0.03742120 0.04779437 0.00026877 0.04288066 0.00022418
2.94450327 0.03174152 3.10185507 0.03814402 0.04252864 0.00021596 0.04358814 0.00035645
2.99528070 0.03669500 3.11794812 0.04106324 0.04521505 0.00025292 0.04355659 0.00030526
2.83617924 0.03128044 3.27718074 0.03914642 0.04671939 0.00029603 0.04057630 0.00033522
2.86234948 0.02917475 3.06590322 0.02704732 0.04437941 0.00023882 0.04198070 0.00021542
2.88457553 0.03000183 3.25420815 0.03570638 0.04701444 0.00028807 0.04510967 0.00020465
3.07307289 0.03462163 3.18718394 0.02765013 0.04323050 0.00040082 0.04487981 0.00020377
3.13164355 0.02549204 3.16173030 0.03726482 0.04264905 0.00026681 0.04503747 0.00029312
3.06133174 0.03977790 3.18331153 0.03171851 0.04365141 0.00024741 0.04237593 0.00035159
2.96481143 0.03921339 3.08131178 0.03696999 0.04339723 0.00025952 0.04139775 0.00028005
3.04657937 0.03187641 3.10699153 0.03861612 0.04421709 0.00034635 0.04231354 0.00033547
3.01185362 0.03579725 3.19792543 0.03523316 0.04628852 0.00018196 0.04046540 0.00026527
2.94736852 0.03620857 3.27053345 0.02396299 0.04278779 0.00033057 0.04171884 0.00023892
2.97919337 0.03801599 3.23308540 0.03015616 0.04588468 0.00035020 0.04312192 0.00028455
2.98633789 0.03432513 3.15385330 0.03386738 0.04551228 0.00026255 0.04357614 0.00030586
2.93411430 0.03453039 3.10090799 0.03816616 0.04613593 0.00030570 0.04107482 0.00027878
3.09781970 0.03146336 3.12446514 0.03007009 0.04127453 0.00024884 0.04162032 0.00029267
3.13577927 0.03054876 3.04165389 0.03041325 0.04474863 0.00030413 0.04808631 0.00033891
2.99085602 0.03613090 3.11707423 0.03080482 0.04363322 0.00033635 0.04412234 0.00030228
3.11102147 0.02530555 3.03540641 0.03272169 0.04258825 0.00024057 0.04044131 0.00031870
3.00837276 0.03817206 3.05411430 0.03019194 0.04606088 0.00024410 0.04261409 0.00031338
3.12656753 0.03162422 3.09741411 0.03476988 0.04333488 0.00023880 0.04413410 0.00026661
3.05117921 0.03761869 3.13552502 0.03364324 0.04335657 0.00029939 0.04031681 0.00021838
3.03339037 0.02356930 3.14036959 0.03348103 0.04465207 0.00023484 0.04080665 0.00028903
3.04044764 0.03282359 3.15439537 0.03118773 0.04373791 0.00023859 0.04356963 0.00023873
3.00276613 0.02983154 3.22236524 0.02915777 0.04537907 0.00028378 0.03989383 0.00024691
3.13242800 0.03655433 3.08896753 0.03281550 0.04577462 0.00031585 0.04411763 0.00030790
3.12151995 0.03087699 3.07054227 0.04487045 0.04503074 0.00024674 0.04219699 0.00032566
3.06939402 0.03469542 3.10319510 0.03541552 0.04398484 0.00031126 0.04025104 0.00029002
3.14799481 0.02827128 3.13846531 0.03853237 0.04300639 0.00033145 0.04293112 0.00019607
3.07295951 0.03303801 3.04337434 0.03327639 0.04510108 0.00025190 0.04308992 0.00025497
3.06069807 0.02820015 3.05953433 0.03350194 0.04695537 0.00027832 0.04377011 0.00026233
3.09701708 0.02727404 3.22330536 0.03589640 0.04250234 0.00033088 0.04463080 0.00032007
3.13331426 0.03409402 3.14232938 0.03138176 0.04431014 0.00026594 0.04344971 0.00034263
3.23822304 0.03631549 2.99334108 0.03691622 0.04552601 0.00020579 0.04440680 0.00029064
3.08820556 0.03763246 3.12329123 0.03300347 0.04377667 0.00026203 0.04201297 0.00030406
3.19479482 0.03230133 3.11292000 0.03368926 0.04240267 0.00025485 0.04160008 0.00032160
3.18749958 0.02623345 3.10670463 0.02947872 0.04208497 0.00026880 0.04484887 0.00021540
3.12898887 0.03067451 3.08752955 0.04009445 0.04314841 0.00031944 0.04251340 0.00024426
3.19373307 0.04743543 3.11805555 0.02889531 0.04390389 0.00027031 0.04261174 0.00020084
3.17915330 0.02595824 3.04324125 0.03381753 0.04406578 0.00029458 0.04343814 0.00029860
3.19346223 0.02968612 3.12225811 0.03200965 0.04238992 0.00018737 0.04518344 0.00028192
3.12934630 0.03013669 3.11806194 0.03452730 0.04509518 0.00020692 0.04342289 0.00023329
3.03550955 0.03107554 3.19035083 0.02923897 0.04605018 0.00033071 0.04260415 0.00028160
3.04680428 0.03451375 3.11726408 0.02930797 0.03857188 0.00031676 0.04556424 0.00031455
2.98781071 0.03149943 3.15393893 0.04018948 0.04549503 0.00016541 0.04016946 0.00027414
3.21004886 0.03618196 3.07574326 0.03419914 0.04073719 0.00029749 0.04224363 0.00028603
3.15520582 0.03290422 3.03700154 0.03031837 0.04329683 0.00027110 0.04362103 0.00024656
3.24848930 0.03234032 3.03391246 0.03145732 0.04310417 0.00030142 0.04120520 0.00020324
3.18480519 0.03343474 3.11509078 0.03413015 0.04280569 0.00028393 0.04578202 0.00025105
3.25236753 0.03488046 3.10666994 0.03271523 0.04743775 0.00027897 0.04350096 0.00031372
3.18294651 0.03107604 3.08419449 0.03805093 0.04311854 0.00024579 0.04456368 0.00021774
3.17886981 0.03969489 3.03772402 0.02659950 0.04093645 0.00020153 0.04504402 0.00030204
3.00730959 0.03646030 3.26776704 0.03860123 0.04614087 0.00025472 0.04180152 0.00029648
3.23210136 0.03771698 2.93606108 0.03251489 0.04332003 0.00029103 0.04597333 0.00028647
3.20391438 0.02776444 2.97092216 0.02906506 0.04376268 0.00026940 0.04359912 0.00038232
3.27150967 0.03541096 3.05109692 0.03426170 0.04024872 0.00024324 0.04111107 0.00026811
3.33101753 0.03063907 3.12345814 0.03159805 0.04591659 0.00028594 0.04460795 0.00028639
3.18325027 0.03734939 3.17546588 0.03147600 0.04257895 0.00028761 0.04333246 0.00023706
3.25327580 0.03148878 3.19784617 0.03082126 0.04314230 0.00025486 0.04161618 0.00028042
3.33119928 0.04265731 2.96007070 0.03725125 0.03881726 0.00026062 0.04704680 0.00025457
3.26683649 0.03608604 3.04867237 0.03261482 0.04348565 0.00031397 0.04127472 0.00026050
3.27349749 0.03286689 2.99423788 0.03611616 0.04259106 0.00025513 0.04796126 0.00029952
3.25983752 0.03645352 3.04782279 0.02943566 0.04491293 0.00024078 0.04716100 0.00026341
3.22136308 0.02575561 3.14443273 0.03372015 0.04242816 0.00024589 0.04466810 0.00022042
3.35680756 0.03634986 2.81939760 0.03165917 0.04102300 0.00029782 0.04875425 0.00026517
3.42219690 0.02753463 2.88144109 0.02828945 0.03744762 0.00020756 0.04490887 0.00032906
3.35583717 0.04212650 2.96004599 0.03271782 0.04145035 0.00023469 0.04990898 0.00024421
3.31488729 0.03054243 3.02071919 0.03380197 0.04214196 0.00022333 0.04794947 0.00032656
3.23109121 0.03606763 2.97673203 0.02888865 0.04039952 0.00029594 0.04635663 0.00019791
3.36489362 0.03361901 3.01893692 0.03067727 0.04511954 0.00027686 0.04347866 0.00030384
3.40143900 0.03098346 2.80676930 0.03132950 0.03873603 0.00019965 0.04930742 0.00036660
3.28002717 0.03191778 3.06715911 0.03327338 0.04512259 0.00020524 0.04183316 0.00029272
3.40377256 0.02967419 3.02659331 0.03182661 0.03939689 0.00026231 0.04472726 0.00033297
3.26758974 0.02301895 2.94169562 0.03210675 0.03862444 0.00021925 0.04725720 0.00024846
3.23916622 0.03743417 3.03780051 0.02956679 0.04572538 0.00020259 0.04647170 0.00030263
3.39998667 0.03631649 2.84828070 0.03496715 0.04256333 0.00024500 0.04612833 0.00020215
3.40139860 0.02882276 2.87969967 0.02642941 0.04157473 0.00031255 0.04821559 0.00038366
3.42992180 0.03105671 2.96649135 0.02795273 0.04145934 0.00016987 0.04834150 0.00027064
3.31161355 0.04260448 2.97179608 0.03789637 0.04150307 0.00018010 0.04708785 0.00030781
3.34860848 0.03107151 2.90561977 0.03232619 0.04184442 0.00031792 0.05006940 0.00027357
3.28340954 0.03866197 2.95140877 0.03267725 0.04103481 0.00028299 0.04930390 0.00026353
3.36161165 0.04121875 2.97268518 0.03681982 0.04214329 0.00019224 0.04620477 0.00023594
3.42283631 0.02873745 2.85546522 0.02719096 0.04301010 0.00028213 0.04871851 0.00026759
3.46585565 0.02849422 3.10733224 0.03537216 0.03976918 0.00026714 0.04360355 0.00027113
3.42580769 0.02923242 2.95211783 0.02698086 0.04045533 0.00027969 0.04871301 0.00034253
3.10330999 0.03363644 3.32208271 0.03306843 0.04449765 0.00033730 0.04452413 0.00016995
3.11976288 0.03343338 3.34411945 0.02645122 0.04638688 0.00028317 0.04259247 0.00021679
3.12310261 0.03525834 3.33618171 0.03137842 0.04679105 0.00037037 0.04427063 0.00021087
3.08581834 0.03683730 3.30370512 0.03680414 0.04514967 0.00027915 0.04537487 0.00020580
3.11493522 0.03021748 3.25027727 0.02816930 0.04696598 0.00031737 0.04289649 0.00021503
3.04983606 0.02180169 3.33116427 0.03347271 0.04522791 0.00023410 0.04326833 0.00022473
2.93732817 0.03047063 3.22841845 0.03618029 0.04268643 0.00030994 0.04340245 0.00028893
2.97409119 0.02665193 3.35802960 0.03810349 0.04391187 0.00030235 0.04180608 0.00028100
3.07514821 0.02493269 3.19449495 0.02746145 0.04620059 0.00020674 0.04623782 0.00032860
3.06928885 0.03049316 3.30014005 0.03947517 0.04446021 0.00013759 0.04239076 0.00027201
3.10225609 0.03632088 3.18760848 0.03192279 0.04219239 0.00023922 0.03831466 0.00029183
3.12295320 0.03534064 3.19137722 0.03602619 0.04487756 0.00030195 0.04362495 0.00025606
3.09447219 0.02650325 3.24458306 0.03113993 0.04391992 0.00031411 0.04102504 0.00021689
3.09631548 0.04208432 3.20368191 0.03719294 0.04479588 0.00026436 0.04217035 0.00024373
3.16725850 0.03582411 3.18324151 0.03041248 0.04433639 0.00021033 0.04631383 0.00034127
3.19712484 0.02981546 3.22414729 0.03715753 0.04101096 0.00030993 0.03934381 0.00028671
3.12857853 0.03526769 3.27267098 0.03517637 0.04395109 0.00024038 0.04054330 0.00021658
3.08626627 0.03163782 3.19866880 0.02765369 0.04498026 0.00032018 0.04344616 0.00031550
3.07614543 0.03142949 3.30117898 0.03343978 0.04452331 0.00020218 0.03736675 0.00017414
3.08446007 0.03368717 3.30356332 0.04326752 0.04385876 0.00034775 0.04280547 0.00016172
3.19198942 0.02886033 3.21734167 0.03150162 0.04362013 0.00028361 0.03981613 0.00023041
3.16237026 0.03427915 3.17714576 0.03777987 0.04604627 0.00031766 0.04415024 0.00019460
3.19622412 0.03569121 3.14805500 0.03696369 0.04222029 0.00026257 0.04216550 0.00023026
3.13662774 0.03208082 3.14655371 0.03547853 0.04327541 0.00033777 0.04306210 0.00030724
3.21711375 0.02875304 3.19145452 0.03109379 0.04444149 0.00025882 0.04440211 0.00033127
3.19011310 0.03154049 3.24315243 0.03283970 0.04183644 0.00021934 0.04200206 0.00035105
3.18022054 0.03505458 3.21919084 0.03132069 0.04419120 0.00034957 0.04331304 0.00026209
3.15109196 0.03225400 3.26522594 0.04052435 0.04153365 0.00031273 0.04274904 0.00022976
