Ex_mean Ex_std Ey_mean Ey_std lossx_mean lossx_std lossy_mean lossy_std
0.57898256 0.00892784 0.56140776 0.00918987 0.07560731 0.00096544 0.08055493 0.00130647
0.59245817 0.00814350 0.55430789 0.00776434 0.07952679 0.00085139 0.07985501 0.00101959
0.56789380 0.01029404 0.55138816 0.00965919 0.07835551 0.00095928 0.08375974 0.00120906
0.57269640 0.00876592 0.55320578 0.00794064 0.08279565 0.00095574 0.07776351 0.00112888
0.57597050 0.00643389 0.56013923 0.00499144 0.07879273 0.00111656 0.07950062 0.00067712
0.58199653 0.00890816 0.55217679 0.00497956 0.07946252 0.00082118 0.07872679 0.00089232
0.58039093 0.01143432 0.54402926 0.00769834 0.07737526 0.00116729 0.08251794 0.00072480
0.58043005 0.00923330 0.55891484 0.00866069 0.07802599 0.00108514 0.08399857 0.00113657
0.55732225 0.00766722 0.56514075 0.00889093 0.08056236 0.00090729 0.08366198 0.00053066
0.56801380 0.00683930 0.55250579 0.00829739 0.07962841 0.00071897 0.07997637 0.00121803
0.57638053 0.00841706 0.55201914 0.00813764 0.07738433 0.00092582 0.07988152 0.00089479
0.57808790 0.00843923 0.55134288 0.00711581 0.07896228 0.00111590 0.08202968 0.00063261
0.59270080 0.01020720 0.55690280 0.00798324 0.07970154 0.00107465 0.08023173 0.00093193
0.58396403 0.00893519 0.55482179 0.00689229 0.07917339 0.00094067 0.08289383 0.00097551
0.57066160 0.01131798 0.56107357 0.01211155 0.07703810 0.00079013 0.08182381 0.00092535
0.57006255 0.00803179 0.55513077 0.00746996 0.07764798 0.00127711 0.08169237 0.00100611
0.57693331 0.00791032 0.55354069 0.00935875 0.07957897 0.00068708 0.08207142 0.00101817
0.59399577 0.00686026 0.55358024 0.00934790 0.07779936 0.00062949 0.08317469 0.00128308
0.60583827 0.00851189 0.56098884 0.00786046 0.07672102 0.00113765 0.08055601 0.00112261
0.57504042 0.00985132 0.55009103 0.00781778 0.07944518 0.00094719 0.08274114 0.00101700
0.58066923 0.00924211 0.55155209 0.00787602 0.08094068 0.00093577 0.08244908 0.00097906
0.56069401 0.00955876 0.55958679 0.00762203 0.07934188 0.00077463 0.08130242 0.00102582
0.55985692 0.00687901 0.55698436 0.00777871 0.07954638 0.00076148 0.08287029 0.00128754
0.57866819 0.00859979 0.56532250 0.00879436 0.08122395 0.00129243 0.08443754 0.00120447
0.58414366 0.00737596 0.56400320 0.00660974 0.07715926 0.00101010 0.07957508 0.00082077
0.58544996 0.00785558 0.55421536 0.00624604 0.08603268 0.00106922 0.07967992 0.00099727
0.59144498 0.01043633 0.54753436 0.00690476 0.07506042 0.00090607 0.07926764 0.00099518
0.57468006 0.00816055 0.53795616 0.00709466 0.07658971 0.00109140 0.07910414 0.00127605
0.57110741 0.00638748 0.55871900 0.01014732 0.07755969 0.00092834 0.08204967 0.00101668
0.60374775 0.00684578 0.56088217 0.00673298 0.07902136 0.00107605 0.08005857 0.00110331
0.57624800 0.00584838 0.55370598 0.00659747 0.07973799 0.00109967 0.07865309 0.00075696
0.61463769 0.00693081 0.54273118 0.00822794 0.07849544 0.00101212 0.08008398 0.00064632
0.56652081 0.00903567 0.54571033 0.00995782 0.08070140 0.00074168 0.08059463 0.00115196
0.58176996 0.00705993 0.55523969 0.00851479 0.07992362 0.00095540 0.07897719 0.00070853
0.59301654 0.01044748 0.55353004 0.00995534 0.07804342 0.00084484 0.08149861 0.00094618
0.56874266 0.00692397 0.55910867 0.00725328 0.08044433 0.00091673 0.07969239 0.00114938
0.59321470 0.01132620 0.56420959 0.00598042 0.07996928 0.00096672 0.07935663 0.00084796
0.59357537 0.00857240 0.55347763 0.00915705 0.08012107 0.00098304 0.07776704 0.00079562
0.59834845 0.00731555 0.56672771 0.00974126 0.07936086 0.00095163 0.08099315 0.00098662
0.56902248 0.00626392 0.55564937 0.00799053 0.08254383 0.00089191 0.08026845 0.00113610
0.57512095 0.00999727 0.56278686 0.00812463 0.08140027 0.00091759 0.07964654 0.00098595
0.58181022 0.01079896 0.56569438 0.00686163 0.08075913 0.00089855 0.08534641 0.00107871
0.57884432 0.00839512 0.56952307 0.00694158 0.08085092 0.00103655 0.08162889 0.00094986
0.57188363 0.00605340 0.56494754 0.00815656 0.07658562 0.00098099 0.07804550 0.00112392
0.58105815 0.00792665 0.56108075 0.00830874 0.08182048 0.00087842 0.08082992 0.00086858
0.56951559 0.00888472 0.57371916 0.00781223 0.08173381 0.00116939 0.08333945 0.00085975
0.56740112 0.00952658 0.58493315 0.00662943 0.08228021 0.00081408 0.07802159 0.00096111
0.56616630 0.00731635 0.60710071 0.01127880 0.08067684 0.00104177 0.07593819 0.00085244
0.56840522 0.00558392 0.58164251 0.01143920 0.08239547 0.00111397 0.08058244 0.00075925
0.58011144 0.00818544 0.55938073 0.00574739 0.08031701 0.00075328 0.07934731 0.00096033
0.58693824 0.00681804 0.56280322 0.01138821 0.08017931 0.00103568 0.07658691 0.00073773
0.57689940 0.00790684 0.56447348 0.00620264 0.07563656 0.00124093 0.08009327 0.00104417
0.58804267 0.00758330 0.57514690 0.00660361 0.08460861 0.00095002 0.08270229 0.00088354
0.58213545 0.00673567 0.56679860 0.00699762 0.07778398 0.00097547 0.08044768 0.00073988
0.57744556 0.00869217 0.55862876 0.00907539 0.08281755 0.00118679 0.08286579 0.00094374
0.57150860 0.00816510 0.56669572 0.00807923 0.07813921 0.00102881 0.08412566 0.00106933
0.58026411 0.00771253 0.57389728 0.00926914 0.07856931 0.00104335 0.08107839 0.00102331
0.57489291 0.00726573 0.55783684 0.01204211 0.08056203 0.00099538 0.08223150 0.00119027
0.56342110 0.00972799 0.57279989 0.00987656 0.08127454 0.00087343 0.08143187 0.00104637
0.58285836 0.00825307 0.56599068 0.00826495 0.08133140 0.00092030 0.08067134 0.00082835
0.59179606 0.01055077 0.56974518 0.00551459 0.07938457 0.00087484 0.08351524 0.00099927
0.60219436 0.00874216 0.56006182 0.00832273 0.08094146 0.00067427 0.08148085 0.00109442
0.60259314 0.00966549 0.55947859 0.00674607 0.07832824 0.00130458 0.08118153 0.00085733
0.59146393 0.00590943 0.56656331 0.00773886 0.08037049 0.00101557 0.08197565 0.00089533
0.58343562 0.00865564 0.56989761 0.01114480 0.08360727 0.00083425 0.08033497 0.00125209
0.59415203 0.00834246 0.55248203 0.00797494 0.07755538 0.00122281 0.08081211 0.00106020
0.56938130 0.00847128 0.56324515 0.00576925 0.08160794 0.00099508 0.08107124 0.00086326
0.57368563 0.00840671 0.57632536 0.01037560 0.07966673 0.00083833 0.07776454 0.00090220
0.56825473 0.00727463 0.57978312 0.00788997 0.08048306 0.00099492 0.07663341 0.00097400
0.59515037 0.00614957 0.56200803 0.00792551 0.07834977 0.00101575 0.07982414 0.00102828
0.59945544 0.01084374 0.56258542 0.00847768 0.07665913 0.00072038 0.08198694 0.00088602
0.58625413 0.00795327 0.56559555 0.00768264 0.07878677 0.00073819 0.08057424 0.00110169
0.58810364 0.00850471 0.55998156 0.00628005 0.07991324 0.00113832 0.08397204 0.00111343
0.59049142 0.00902890 0.56630807 0.00838325 0.07815094 0.00076814 0.08221385 0.00113381
0.58114774 0.00745342 0.56364211 0.00829729 0.08082724 0.00081126 0.08062338 0.00064917
0.57342276 0.00896024 0.57108622 0.00815772 0.07986082 0.00100693 0.08099171 0.00084696
0.60981091 0.00932484 0.55773219 0.00790644 0.07979331 0.00106187 0.08037068 0.00136198
0.58648836 0.00690434 0.56676270 0.00747570 0.08228823 0.00109551 0.07965070 0.00099166
0.59063276 0.00800714 0.56495993 0.01020981 0.07985978 0.00136407 0.07814472 0.00122181
0.59565314 0.01006739 0.56098743 0.00796525 0.07978477 0.00121815 0.08114948 0.00089581
0.59539372 0.00880546 0.56574893 0.00918841 0.07982486 0.00072089 0.08356515 0.00085940
0.58560444 0.00808735 0.57513401 0.00804308 0.08104866 0.00090666 0.08230246 0.00083676
0.60122909 0.00828340 0.55219123 0.01055859 0.08007724 0.00081187 0.08079269 0.00123166
0.61150614 0.01030411 0.56242493 0.00896467 0.07832519 0.00077827 0.08163555 0.00101188
0.60126021 0.01096037 0.55136216 0.00727600 0.07905900 0.00089695 0.07750131 0.00105821
0.59859030 0.00661990 0.55805828 0.00967586 0.08058974 0.00092520 0.08102767 0.00094657
0.59153078 0.00906303 0.57094946 0.00849512 0.07943166 0.00120899 0.08200857 0.00079547
0.59966650 0.00767765 0.56281209 0.00689698 0.07876822 0.00107518 0.08275357 0.00104123
0.61492898 0.00987776 0.56156169 0.00888048 0.08045263 0.00104765 0.08141786 0.00070083
0.58680619 0.00635877 0.56679454 0.00648590 0.07794947 0.00095076 0.08192195 0.00094790
0.58433608 0.00854655 0.56466783 0.00752660 0.08329241 0.00104832 0.08056465 0.00078335
0.59046735 0.00649608 0.56626678 0.00759508 0.07776772 0.00102598 0.08154097 0.00107279
0.59241466 0.00969317 0.56245523 0.00747898 0.07921973 0.00077641 0.08326598 0.00111412
0.59600488 0.00688655 0.55866583 0.00879119 0.07886377 0.00064220 0.07924253 0.00086131
0.60407650 0.00767942 0.56662956 0.00884154 0.07968856 0.00097754 0.07846084 0.00107625
0.60049328 0.00798783 0.56784475 0.00719284 0.07678727 0.00071168 0.08218393 0.00097845
0.57568111 0.00869254 0.56318644 0.00840852 0.07626851 0.00114605 0.07938227 0.00096276
0.62038130 0.00702386 0.56175330 0.01033747 0.07953989 0.00070418 0.08132018 0.00108313
0.59582122 0.00970379 0.56955951 0.00723667 0.07971066 0.00085982 0.08154927 0.00084231
0.59881482 0.00873640 0.56748630 0.00784893 0.07774230 0.00087056 0.08251174 0.00076394
0.60067842 0.00757934 0.56931989 0.00861806 0.07792840 0.00100668 0.08254533 0.00101760
0.59543973 0.00765259 0.56935025 0.00893646 0.08146406 0.00094407 0.08273535 0.00103109
0.61679251 0.00623558 0.56132420 0.00940894 0.07869907 0.00093018 0.08426037 0.00075990
0.62525193 0.00787141 0.55348036 0.00912342 0.07953991 0.00072534 0.08140743 0.00111681
0.60406347 0.01014718 0.54959131 0.00888943 0.07718540 0.00120451 0.08366660 0.00128714
0.60878409 0.00734143 0.56434416 0.00787898 0.07901188 0.00082533 0.08370655 0.00104176
0.60008825 0.00874575 0.55821321 0.00828994 0.07647191 0.00104655 0.08044340 0.00104083
0.60046514 0.01024418 0.56529253 0.00635046 0.08182886 0.00109988 0.08017256 0.00087358
0.58410711 0.01016835 0.55944266 0.00862984 0.07988043 0.00104111 0.08124433 0.00107940
0.62977456 0.00987719 0.56723805 0.01085414 0.08180069 0.00101694 0.08252243 0.00075506
0.59557011 0.00812437 0.56727402 0.00782252 0.07887984 0.00107121 0.07976482 0.00097198
0.62299417 0.00650394 0.55888520 0.00962746 0.07748649 0.00064209 0.08250602 0.00089343
0.63327639 0.00850166 0.56669206 0.00598011 0.07711143 0.00104817 0.08311393 0.00146786
0.57896056 0.00796438 0.56741830 0.00611876 0.07987553 0.00093722 0.07982168 0.00073247
0.59350126 0.00963777 0.55811478 0.00907673 0.08097181 0.00109126 0.07907295 0.00098957
0.59982713 0.00870285 0.55925238 0.01021918 0.07642789 0.00094329 0.08191860 0.00096506
0.59829513 0.00996117 0.56551002 0.00884974 0.07541729 0.00080530 0.08305706 0.00099576
0.62219057 0.00954084 0.56718132 0.00769734 0.07700532 0.00093618 0.08079397 0.00090713
0.60273566 0.00963966 0.56207158 0.00645399 0.07771108 0.00070509 0.07938542 0.00113135
0.60517581 0.01021142 0.56837378 0.00759481 0.08147288 0.00115042 0.07934407 0.00090624
0.62108893 0.00926068 0.55718770 0.00646993 0.08047276 0.00079447 0.07910162 0.00082064
0.61230063 0.00965976 0.57128810 0.00612087 0.08051104 0.00109287 0.08273069 0.00092176
0.57920306 0.00534225 0.57067780 0.00751857 0.07830355 0.00090326 0.07904423 0.00104812
0.58949827 0.00805352 0.55203554 0.00665325 0.08004014 0.00093521 0.08392770 0.00079269
0.58177138 0.00782531 0.55728147 0.00666239 0.07931529 0.00117603 0.08040912 0.00080166
0.65256490 0.00822481 0.56799892 0.00607250 0.07811807 0.00092578 0.08139677 0.00062547
0.59795053 0.00808907 0.56271436 0.00771429 0.08090283 0.00133099 0.07999941 0.00062756
0.60669875 0.00966895 0.56051447 0.00746953 0.07535434 0.00091737 0.08163431 0.00097956
0.59109830 0.00708609 0.57269017 0.01020665 0.08140854 0.00106660 0.08234400 0.00113211
0.58604728 0.01064698 0.56780715 0.00729143 0.08226908 0.00127222 0.08035785 0.00101345
0.60068697 0.00881246 0.56157027 0.00584808 0.07857595 0.00075424 0.08245358 0.00096649
0.62811558 0.01079255 0.56539424 0.00733268 0.07749530 0.00063388 0.08361133 0.00126242
0.59976632 0.01060654 0.57150915 0.00705780 0.07994147 0.00091196 0.08187633 0.00105450
0.60031744 0.00827619 0.56002089 0.00564936 0.07948142 0.00117853 0.07948868 0.00098873
0.59047215 0.00707285 0.57132975 0.00824803 0.08081097 0.00082426 0.08561571 0.00135371
0.62733317 0.01120961 0.56309381 0.00800391 0.08044399 0.00092409 0.08160500 0.00085424
0.57634910 0.00826740 0.56820123 0.01299838 0.08237139 0.00094348 0.07882840 0.00108076
0.58390608 0.00746628 0.57370795 0.00710685 0.08278793 0.00068184 0.08249374 0.00078299
0.58507054 0.00860520 0.57186020 0.00712781 0.07683548 0.00114805 0.08190784 0.00122313
0.58124939 0.00642291 0.57487636 0.00875967 0.07963502 0.00091036 0.08099227 0.00104899
0.58413677 0.00788992 0.56798965 0.00859748 0.08403042 0.00099429 0.08114706 0.00088011
0.58770136 0.00775291 0.56984904 0.00878218 0.07797903 0.00117727 0.08047778 0.00099488
0.58613387 0.01034931 0.57966986 0.00814058 0.07995201 0.00078043 0.08068520 0.00137155
0.57516644 0.00646867 0.59524240 0.00734024 0.08250743 0.00119794 0.07997365 0.00099657
0.57473391 0.00942080 0.59556400 0.00805290 0.08197683 0.00072722 0.07811300 0.00104051
0.56819017 0.00732370 0.60875847 0.01193474 0.08334232 0.00116976 0.07536044 0.00107019
0.56877779 0.00780079 0.62516814 0.00865369 0.07958580 0.00112195 0.07768977 0.00094144
0.59011843 0.00753087 0.57554510 0.00899320 0.08168094 0.00071064 0.07965578 0.00083353
0.60083076 0.00838955 0.57937943 0.00913367 0.08214111 0.00086652 0.08226708 0.00129569
0.58848095 0.00623686 0.57523627 0.00468766 0.08139543 0.00105664 0.08268645 0.00088861
0.57942747 0.00972201 0.56069049 0.00715946 0.07854907 0.00092657 0.08028404 0.00120828
0.58154948 0.00964776 0.57519999 0.00746655 0.07736068 0.00088515 0.07755447 0.00103783
0.59778432 0.00941454 0.57523006 0.00762053 0.08020481 0.00098517 0.08228548 0.00080669
0.59797242 0.00795947 0.57720442 0.00792091 0.07954715 0.00095052 0.07818080 0.00076150
0.58019647 0.00901653 0.56891941 0.00791807 0.07763370 0.00082734 0.08075516 0.00084433
0.57289421 0.00890204 0.58950893 0.00808827 0.07997709 0.00079062 0.07830710 0.00120427
0.57225211 0.00912182 0.59913402 0.00879676 0.08022038 0.00101337 0.07879000 0.00091051
0.61050646 0.00978421 0.57930520 0.00776127 0.08040576 0.00095093 0.08204316 0.00091963
0.60114352 0.01087391 0.57530989 0.00799198 0.07966934 0.00096210 0.07862084 0.00104984
0.57793225 0.00755138 0.56863777 0.00916944 0.08072211 0.00073837 0.08109944 0.00082281
0.60157368 0.00644620 0.56763757 0.01041112 0.07987367 0.00093151 0.07691558 0.00084217
0.57095925 0.00546079 0.58249956 0.00647695 0.07884882 0.00091844 0.08159205 0.00101397
0.59895490 0.00969147 0.57554695 0.00606444 0.07821966 0.00114682 0.08048336 0.00117149
0.61104671 0.00763149 0.57344969 0.01098864 0.08019913 0.00088602 0.08099283 0.00151008
0.59302825 0.00858602 0.59819748 0.00840270 0.08223202 0.00093120 0.07731412 0.00083160
0.59675283 0.00932126 0.56012460 0.00837660 0.07787578 0.00097949 0.08027411 0.00071786
0.60059486 0.00759239 0.57254859 0.00867779 0.07750837 0.00092075 0.08224433 0.00099429
0.60788703 0.01030097 0.57595002 0.00749655 0.07908435 0.00111226 0.08133974 0.00091296
0.60492277 0.00626282 0.56637874 0.01070209 0.08025512 0.00100778 0.08099266 0.00100969
0.59925174 0.01099429 0.56820319 0.00579065 0.07772627 0.00106324 0.08052895 0.00075789
0.58769586 0.00817674 0.56453883 0.00800357 0.07858813 0.00118706 0.07791866 0.00081468
0.61247209 0.00961917 0.57409196 0.00994226 0.07879063 0.00089957 0.08317271 0.00092747
0.58745335 0.00758503 0.56257244 0.00802322 0.08096021 0.00107621 0.08036488 0.00068222
0.61780746 0.00787609 0.57172034 0.00688013 0.07893763 0.00097890 0.07984330 0.00105900
0.60774808 0.00801273 0.57428580 0.00821615 0.07780971 0.00085434 0.08222942 0.00100666
0.60042826 0.00596665 0.58758458 0.00808668 0.07903863 0.00090740 0.07989803 0.00090906
0.62397832 0.00826572 0.57385538 0.00882382 0.07846432 0.00074794 0.08113672 0.00125251
0.60759621 0.00922905 0.57791832 0.00782210 0.07869996 0.00096619 0.08198169 0.00114905
0.61280730 0.00799552 0.56032364 0.00836299 0.07857485 0.00081564 0.08889874 0.00093969
0.62417329 0.00946757 0.56849169 0.00788273 0.07657163 0.00065730 0.07993689 0.00110658
0.59283097 0.00678171 0.57871250 0.00898619 0.07801416 0.00130753 0.08318351 0.00114547
0.61394065 0.01060701 0.57447565 0.00726428 0.08111222 0.00080996 0.07994759 0.00091825
0.60582507 0.00691057 0.57724954 0.00980665 0.07694866 0.00103899 0.08146729 0.00104122
0.59840698 0.01053026 0.57688402 0.00729678 0.07757583 0.00091329 0.08008406 0.00096932
0.58483695 0.00823317 0.58015115 0.00697450 0.08052934 0.00099187 0.07985320 0.00076735
0.62283848 0.00770042 0.57096601 0.00625219 0.07626520 0.00058142 0.08051415 0.00097462
0.60692814 0.00957616 0.56053261 0.00793361 0.07857553 0.00110829 0.08066339 0.00105185
0.63927751 0.00890542 0.56364328 0.00969776 0.07853052 0.00085704 0.08062627 0.00069955
0.63707772 0.01174801 0.57008947 0.00867187 0.07680435 0.00103109 0.08378928 0.00095314
0.64038258 0.00727794 0.57192787 0.01157523 0.07815812 0.00094387 0.07642919 0.00087405
0.62122514 0.00827446 0.57626938 0.00908989 0.07407756 0.00104309 0.08325537 0.00087124
0.62103658 0.00664358 0.58180105 0.00869812 0.07933013 0.00088108 0.07890756 0.00109447
0.60344283 0.00712199 0.57536597 0.00846448 0.07900036 0.00138021 0.08280712 0.00117604
0.63046972 0.00823761 0.57726883 0.00661068 0.07766204 0.00103208 0.08365178 0.00142221
0.63595325 0.01031665 0.56348445 0.00769252 0.07779273 0.00093922 0.07936074 0.00110487
0.60904523 0.01037422 0.57673817 0.00806300 0.07810449 0.00069533 0.07869612 0.00102685
0.61959773 0.00851601 0.56859736 0.00954465 0.07633295 0.00099225 0.07922008 0.00117725
0.65678789 0.01206425 0.57202013 0.00753776 0.07599802 0.00070931 0.08329533 0.00093870
0.62015216 0.00704199 0.56666049 0.00840966 0.07894043 0.00106083 0.07869374 0.00116053
0.61693487 0.00997913 0.56125844 0.01004353 0.07674028 0.00101688 0.07871235 0.00087109
0.65772013 0.01003953 0.56217314 0.00708165 0.07809298 0.00084522 0.08245568 0.00095274
0.62931640 0.00776942 0.57324810 0.00846262 0.08228025 0.00096061 0.07805058 0.00088320
0.60274464 0.00917443 0.56432505 0.00674050 0.07736589 0.00103849 0.07980438 0.00080240
0.63651209 0.00954099 0.56105003 0.00955154 0.08110696 0.00082494 0.08023410 0.00119583
0.64653741 0.01129392 0.57309601 0.00887508 0.07668723 0.00103367 0.07984069 0.00084689
0.61008028 0.01000285 0.57513853 0.00777817 0.08018224 0.00086643 0.08116919 0.00089141
0.63560578 0.00768339 0.56960563 0.00800580 0.07738581 0.00081944 0.08161244 0.00081891
0.64429924 0.00969073 0.57967079 0.00870851 0.07619897 0.00075291 0.08374914 0.00085893
0.60708262 0.00777717 0.57199132 0.00762428 0.08075591 0.00093021 0.07952093 0.00095902
0.60916622 0.00897269 0.57485794 0.00727035 0.07970967 0.00111745 0.08191952 0.00089316
0.61597023 0.00670721 0.57095792 0.00812440 0.07863917 0.00068516 0.07997339 0.00098513
0.60555251 0.00929652 0.58205180 0.01090514 0.07952018 0.00101303 0.07968203 0.00103824
0.60232523 0.00856385 0.57457980 0.00875561 0.07790447 0.00086200 0.07891484 0.00095164
0.63222690 0.00974348 0.57737068 0.00801595 0.07758985 0.00104504 0.07852521 0.00103343
0.62267969 0.00608076 0.57885390 0.00777126 0.07905512 0.00101736 0.08160277 0.00062979
0.61413220 0.00690578 0.57917195 0.00752296 0.07437840 0.00119387 0.07700939 0.00089674
0.61117675 0.00836988 0.57319503 0.00825154 0.08170645 0.00074275 0.07980996 0.00097835
0.59612254 0.00954166 0.56372065 0.00790833 0.07686002 0.00095248 0.08416486 0.00090761
0.62914634 0.00904916 0.56181071 0.00625590 0.07806710 0.00078417 0.08455313 0.00089135
0.61911799 0.00819299 0.58081595 0.00746839 0.07730496 0.00096654 0.08314343 0.00092935
0.58618182 0.00900022 0.57874707 0.00683516 0.08015219 0.00096440 0.07815178 0.00099190
0.65681719 0.00722331 0.57577829 0.00679818 0.07697793 0.00112789 0.08156139 0.00102085
0.60168952 0.00891704 0.57852384 0.00662005 0.08304892 0.00097411 0.08124383 0.00115254
0.65132337 0.00855918 0.57565750 0.00999847 0.07618075 0.00103188 0.07861190 0.00071198
0.63659587 0.00718151 0.56495977 0.00874882 0.07818526 0.00098648 0.08390519 0.00102010
0.59515632 0.00820501 0.57327265 0.00880741 0.07866020 0.00083774 0.08251215 0.00079504
0.61049893 0.00768893 0.56946582 0.00829591 0.07962337 0.00094315 0.08254070 0.00112105
0.63909516 0.00678212 0.56774795 0.00967496 0.07821867 0.00103820 0.07755857 0.00100372
0.66402031 0.00958586 0.56181564 0.00793910 0.07586339 0.00077357 0.08064681 0.00087723
0.62218353 0.00859559 0.57149653 0.00801071 0.07975915 0.00077489 0.08134727 0.00094959
0.63178693 0.00922005 0.57242846 0.00821206 0.07786387 0.00099010 0.08204536 0.00112074
0.63209812 0.00542766 0.56570602 0.00725660 0.07793793 0.00070124 0.07964161 0.00093420
0.61936576 0.00735982 0.57613831 0.00732971 0.07526173 0.00083536 0.08254406 0.00105823
0.60648243 0.00842595 0.58448615 0.01133187 0.07915196 0.00049375 0.07989368 0.00103747
0.60024028 0.00813984 0.58206063 0.00874012 0.07690287 0.00119141 0.07841251 0.00097401
0.59474439 0.00809603 0.57786916 0.00797714 0.07995124 0.00128285 0.07999406 0.00066194
0.58440092 0.00982115 0.57991730 0.00655784 0.08180008 0.00089739 0.08141670 0.00094068
0.58497643 0.00790861 0.59116354 0.00991899 0.08174526 0.00094023 0.08247194 0.00091871
0.59344501 0.00676567 0.59607810 0.00936290 0.08133439 0.00103571 0.08103970 0.00107826
0.58658822 0.00915100 0.59252817 0.00983651 0.07955286 0.00098355 0.07948544 0.00103385
0.58555970 0.00905725 0.60374009 0.00781172 0.08111967 0.00100553 0.07822030 0.00097329
0.58314798 0.01074311 0.60766109 0.01044316 0.08263968 0.00093577 0.08001365 0.00099089
0.57959428 0.00881355 0.65428063 0.00967818 0.08177939 0.00093362 0.07702683 0.00106590
0.61189409 0.00726944 0.58236818 0.00930595 0.08009800 0.00084961 0.07865505 0.00064663
0.61613392 0.00758466 0.58426640 0.00648480 0.07870914 0.00085519 0.08094950 0.00067952
0.60651238 0.00871406 0.58099807 0.00879242 0.08126021 0.00113926 0.07952598 0.00097106
0.60228509 0.01034574 0.56859455 0.00796680 0.07648463 0.00104244 0.08384384 0.00077197
0.60445272 0.00930796 0.58049804 0.00643735 0.08063050 0.00089540 0.08065798 0.00081316
0.61849447 0.00957179 0.57983737 0.00945532 0.08644352 0.00081760 0.08135765 0.00107695
0.60774499 0.00747314 0.57339490 0.00788901 0.08197241 0.00087164 0.08020554 0.00096994
0.61147734 0.01006650 0.59502506 0.01028440 0.08278254 0.00095772 0.08028905 0.00101216
0.58446782 0.01303368 0.59729297 0.00640536 0.08227526 0.00109736 0.07698515 0.00093711
0.59045608 0.00909623 0.59093679 0.00938563 0.07890627 0.00121390 0.07616601 0.00079457
0.63550672 0.00724658 0.58205774 0.00601218 0.07920654 0.00092114 0.08502379 0.00103723
0.63758922 0.00832342 0.58492618 0.00831383 0.08170267 0.00060474 0.07732578 0.00107753
0.60619693 0.01031995 0.58555894 0.00719647 0.08197664 0.00118218 0.08047201 0.00078839
0.60042074 0.00877627 0.59636528 0.00975659 0.07963365 0.00087183 0.08143722 0.00081398
0.61480740 0.00712131 0.57706836 0.00617951 0.08363035 0.00124740 0.08315727 0.00080727
0.59847394 0.00908447 0.58175275 0.00976949 0.07761658 0.00122586 0.07848381 0.00081002
0.61802663 0.00776927 0.57866079 0.00840601 0.07885201 0.00102053 0.08198918 0.00101434
0.61036816 0.00948049 0.59585676 0.00886715 0.08315823 0.00102878 0.07695105 0.00098730
0.59759248 0.00695509 0.58244572 0.00868150 0.07887285 0.00105534 0.08124209 0.00078722
0.58754064 0.00796188 0.60102397 0.00905501 0.07862441 0.00097233 0.07720874 0.00085302
0.62817780 0.00927336 0.57967902 0.00844851 0.07926842 0.00087434 0.08069409 0.00094444
0.63098567 0.00709793 0.57592806 0.00729664 0.07975743 0.00091447 0.08045091 0.00108573
0.64488486 0.00903010 0.57615487 0.00736437 0.07860145 0.00076044 0.07961717 0.00083208
0.64405045 0.00900853 0.58057745 0.00965615 0.08056450 0.00107082 0.08059197 0.00110414
0.61804072 0.00878269 0.57163602 0.00894119 0.07850778 0.00086564 0.08017355 0.00137549
0.63872874 0.00850339 0.57695788 0.00828995 0.07574872 0.00077525 0.07650520 0.00104458
0.61443985 0.00767351 0.59274768 0.01066472 0.07777149 0.00092495 0.08008730 0.00072336
0.63831442 0.01341338 0.57481788 0.00900996 0.07640384 0.00092309 0.08057349 0.00099724
0.59569839 0.01016972 0.57282540 0.00656748 0.07957601 0.00097081 0.07898735 0.00123530
0.61581134 0.00705619 0.57677572 0.00884891 0.07911383 0.00084127 0.07984944 0.00102595
0.64026575 0.01008422 0.57967880 0.00825181 0.08089970 0.00090566 0.07889041 0.00090283
0.66082457 0.01323700 0.57454508 0.00902497 0.07706457 0.00086882 0.08390344 0.00084714
0.60904924 0.00714022 0.58533380 0.00620394 0.07767434 0.00080532 0.07927017 0.00070704
0.64819250 0.00907536 0.57351843 0.00927873 0.07808946 0.00077336 0.08150667 0.00115013
0.62829199 0.00742600 0.57688347 0.00958808 0.07553293 0.00085773 0.08104147 0.00112697
0.63847271 0.00841469 0.57474858 0.00808813 0.08114741 0.00069940 0.08055756 0.00099602
0.64225050 0.00879803 0.57563438 0.00969929 0.07828090 0.00096044 0.08036691 0.00098821
0.65734997 0.00810660 0.57990290 0.00938664 0.07721975 0.00086093 0.08574922 0.00076767
0.65398168 0.01146304 0.58028491 0.01000272 0.07827111 0.00072568 0.08531296 0.00088839
0.61888522 0.00823076 0.59327528 0.00788047 0.08198574 0.00083001 0.08031190 0.00097893
0.63345664 0.00902802 0.58918076 0.00806304 0.07938568 0.00081156 0.07927997 0.00092716
0.71782674 0.01234293 0.58449546 0.00614006 0.07051239 0.00056744 0.08289830 0.00083111
0.64971368 0.00858287 0.59208188 0.00938422 0.07758700 0.00087389 0.08030896 0.00119549
0.63595075 0.00727436 0.56424120 0.01038773 0.07237456 0.00094246 0.08175468 0.00179200
0.65518774 0.00809092 0.58083150 0.00801383 0.07551010 0.00073643 0.08254448 0.00120628
0.61038794 0.00844797 0.57411035 0.00917144 0.07967644 0.00100960 0.07970249 0.00093578
0.64677168 0.00892667 0.57875996 0.00752372 0.07816626 0.00103695 0.08367413 0.00100177
