vxy_mean vxy_std vyx_mean vyx_std e1max_mean e1max_std
0.40550000 0.02430000 0.37350000 0.03330000 3.51170000 0.00360000
0.36310000 0.02560000 0.37590000 0.03510000 3.62080000 0.00360000
0.39080000 0.02390000 0.37580000 0.03330000 4.03350000 0.00540000
0.38380000 0.02700000 0.40860000 0.03290000 4.11610000 0.00530000
0.41890000 0.02500000 0.38380000 0.03280000 3.53590000 0.00480000
0.39090000 0.02800000 0.34180000 0.03080000 3.22450000 0.00450000
0.38980000 0.02440000 0.38300000 0.03750000 4.73080000 0.00400000
0.40110000 0.02770000 0.35690000 0.03620000 5.58570000 0.00420000
0.35560000 0.02270000 0.36260000 0.03740000 6.38870000 0.00530000
0.37020000 0.02500000 0.37550000 0.03360000 5.02030000 0.00900000
0.38800000 0.02570000 0.37270000 0.03450000 5.13390000 0.00430000
0.40080000 0.02730000 0.36780000 0.03420000 3.48980000 0.00510000
0.38990000 0.02800000 0.35480000 0.03950000 3.57750000 0.00460000
0.37940000 0.02760000 0.36810000 0.03080000 4.07440000 0.00440000
0.38610000 0.02640000 0.37750000 0.03520000 4.47110000 0.00450000
0.35920000 0.02690000 0.32190000 0.03480000 4.49330000 0.00540000
0.36060000 0.02530000 0.37650000 0.03490000 5.52070000 0.00440000
0.36740000 0.02440000 0.32460000 0.03560000 4.15430000 0.00360000
0.33790000 0.02430000 0.36250000 0.03080000 4.94160000 0.00410000
0.37390000 0.02960000 0.34040000 0.03170000 3.29320000 0.00380000
0.39330000 0.02420000 0.31900000 0.03540000 3.53960000 0.00440000
0.35360000 0.02350000 0.33400000 0.03490000 3.62880000 0.00350000
0.38900000 0.02830000 0.30670000 0.03760000 3.93040000 0.00390000
0.35160000 0.02920000 0.32100000 0.03030000 4.33330000 0.00370000
0.35560000 0.02620000 0.33260000 0.03410000 3.69740000 0.00460000
0.38220000 0.02800000 0.33260000 0.03620000 3.13310000 0.00420000
0.38020000 0.02610000 0.35340000 0.03550000 3.85790000 0.00460000
0.35550000 0.02540000 0.30170000 0.03240000 3.44240000 0.00400000
0.36500000 0.02620000 0.29100000 0.03580000 3.08500000 0.00420000
0.36460000 0.02490000 0.32620000 0.03560000 3.76600000 0.00360000
0.35680000 0.02310000 0.32000000 0.03360000 4.38340000 0.00420000
0.37090000 0.02830000 0.35300000 0.03690000 3.42260000 0.00440000
0.34250000 0.02610000 0.33240000 0.03720000 5.35550000 0.00490000
0.37150000 0.02610000 0.32010000 0.03410000 3.63860000 0.00370000
0.35080000 0.02610000 0.31200000 0.03670000 4.22600000 0.00380000
0.37230000 0.02830000 0.30430000 0.03340000 3.63100000 0.00480000
0.35610000 0.02650000 0.30960000 0.03160000 3.55580000 0.00430000
0.35070000 0.02500000 0.31530000 0.03210000 3.72560000 0.00290000
0.36870000 0.02540000 0.34000000 0.03580000 4.13380000 0.00410000
0.36110000 0.02460000 0.32170000 0.03500000 3.46960000 0.00370000
0.34590000 0.02360000 0.29180000 0.03680000 3.71700000 0.00570000
0.35420000 0.02350000 0.34290000 0.03340000 3.15450000 0.00450000
0.36230000 0.02320000 0.28720000 0.03500000 3.90320000 0.00400000
0.36620000 0.02700000 0.30230000 0.03470000 3.34630000 0.00350000
0.36200000 0.02370000 0.27200000 0.03790000 2.71930000 0.00520000
0.35830000 0.02580000 0.30710000 0.03480000 3.24900000 0.00500000
0.35870000 0.02880000 0.30510000 0.03570000 2.89880000 0.00530000
0.34470000 0.02440000 0.30660000 0.03330000 3.10790000 0.00340000
0.33900000 0.02480000 0.29650000 0.03510000 3.10640000 0.00400000
0.34660000 0.03070000 0.27170000 0.03490000 2.76580000 0.00390000
0.36780000 0.02500000 0.25230000 0.03480000 3.33840000 0.00330000
0.35230000 0.02680000 0.28830000 0.03210000 2.73830000 0.00460000
0.35330000 0.02750000 0.29270000 0.03460000 3.15580000 0.00340000
0.36170000 0.02850000 0.27570000 0.03760000 3.36950000 0.00360000
0.34330000 0.02500000 0.27120000 0.03410000 2.67230000 0.00430000
0.35380000 0.02280000 0.25910000 0.03770000 2.78030000 0.00360000
0.34190000 0.02610000 0.26630000 0.03730000 2.57100000 0.00380000
0.33490000 0.02370000 0.31460000 0.03750000 2.91870000 0.00400000
0.34910000 0.02290000 0.25890000 0.03460000 3.30230000 0.00360000
0.34710000 0.02500000 0.26090000 0.03270000 2.47090000 0.00430000
0.34880000 0.02490000 0.30680000 0.03750000 2.61250000 0.00380000
0.35130000 0.02420000 0.25230000 0.03070000 2.82080000 0.00520000
0.33760000 0.02440000 0.28450000 0.03570000 2.66660000 0.00470000
0.34380000 0.02500000 0.26620000 0.03480000 2.92420000 0.00390000
0.33520000 0.02630000 0.26800000 0.02990000 2.53820000 0.00490000
0.32670000 0.02480000 0.27450000 0.03650000 2.78670000 0.00350000
0.33630000 0.02810000 0.27020000 0.03610000 2.83320000 0.00410000
0.33260000 0.02550000 0.27030000 0.03340000 2.72170000 0.00410000
0.33910000 0.02390000 0.25940000 0.03510000 2.44350000 0.00530000
0.32250000 0.02580000 0.40040000 0.04000000 5.54710000 0.00350000
0.34260000 0.02860000 0.42300000 0.03810000 5.82250000 0.00480000
0.39520000 0.02680000 0.42280000 0.03630000 5.60780000 0.00380000
0.38450000 0.02900000 0.43880000 0.03520000 4.35520000 0.00360000
0.33770000 0.02560000 0.41100000 0.03340000 4.36260000 0.00490000
0.37460000 0.02460000 0.41290000 0.03220000 5.50950000 0.00550000
0.38450000 0.02610000 0.41690000 0.03420000 4.61720000 0.00390000
0.36250000 0.02460000 0.39680000 0.03740000 4.39660000 0.00400000
0.37010000 0.02810000 0.41140000 0.03700000 4.10970000 0.00360000
0.38720000 0.02990000 0.42390000 0.03550000 4.77750000 0.00440000
0.38080000 0.02540000 0.41910000 0.04150000 4.24880000 0.00430000
0.41570000 0.02470000 0.40460000 0.03440000 4.70650000 0.00510000
0.39570000 0.02500000 0.40930000 0.03470000 4.19030000 0.00400000
0.38670000 0.02740000 0.43000000 0.03400000 4.04170000 0.00470000
0.41390000 0.02560000 0.41830000 0.03420000 4.67680000 0.00360000
0.37720000 0.02740000 0.41470000 0.03630000 4.99480000 0.00350000
0.40210000 0.02350000 0.37940000 0.03670000 3.86300000 0.00460000
0.41140000 0.02500000 0.42960000 0.03190000 3.79780000 0.00430000
0.38800000 0.02710000 0.39270000 0.03360000 3.94460000 0.00460000
0.40410000 0.02310000 0.40840000 0.03700000 4.45270000 0.00530000
0.37710000 0.02580000 0.40110000 0.03410000 4.62890000 0.00480000
0.36880000 0.02450000 0.38750000 0.03620000 4.25720000 0.00410000
0.36050000 0.02270000 0.35480000 0.03360000 4.65880000 0.00370000
0.37520000 0.02540000 0.38840000 0.03370000 4.22510000 0.00360000
0.36590000 0.02530000 0.37640000 0.03470000 5.34550000 0.00340000
0.38290000 0.02720000 0.37140000 0.03360000 3.64720000 0.00410000
0.37760000 0.02590000 0.37690000 0.03530000 4.03730000 0.00390000
0.40150000 0.02610000 0.39490000 0.03450000 3.97030000 0.00400000
0.40430000 0.02640000 0.38830000 0.03330000 4.79620000 0.00490000
0.37470000 0.02570000 0.38450000 0.03310000 4.29870000 0.00370000
0.38780000 0.02460000 0.38230000 0.03360000 4.09420000 0.00480000
0.36760000 0.02600000 0.36650000 0.03360000 3.81220000 0.00450000
0.38550000 0.02370000 0.38230000 0.03540000 3.71710000 0.00440000
0.40030000 0.02390000 0.36760000 0.03580000 3.84860000 0.00630000
0.37880000 0.02630000 0.36310000 0.03480000 3.68420000 0.00380000
0.38950000 0.02490000 0.34770000 0.03260000 4.82170000 0.00400000
0.37580000 0.02580000 0.36600000 0.03230000 3.57410000 0.00380000
0.40290000 0.02740000 0.37530000 0.03480000 3.51110000 0.00420000
0.38750000 0.02480000 0.35880000 0.03270000 4.65460000 0.00480000
0.35610000 0.02640000 0.39140000 0.03530000 3.88990000 0.00410000
0.40130000 0.02380000 0.36070000 0.03460000 3.41770000 0.00370000
0.37090000 0.02340000 0.34410000 0.03360000 4.26570000 0.00520000
0.37410000 0.02560000 0.33900000 0.03550000 4.70200000 0.00380000
0.39330000 0.02650000 0.34030000 0.03670000 3.49750000 0.00330000
0.39120000 0.02640000 0.33150000 0.03410000 4.28350000 0.00320000
0.35260000 0.02410000 0.34190000 0.03160000 4.87250000 0.00410000
0.38880000 0.02480000 0.33080000 0.03560000 4.46770000 0.00390000
0.37150000 0.02490000 0.34020000 0.03650000 3.40810000 0.00390000
0.36260000 0.02350000 0.34070000 0.03530000 3.78330000 0.00350000
0.36710000 0.02770000 0.31210000 0.03300000 4.38150000 0.00410000
0.36770000 0.02480000 0.35960000 0.03350000 3.61400000 0.00400000
0.35020000 0.02520000 0.35740000 0.03510000 3.91770000 0.00610000
0.37590000 0.02440000 0.33660000 0.03780000 4.09330000 0.00420000
0.38910000 0.02260000 0.34920000 0.03450000 3.53030000 0.00500000
0.36440000 0.02410000 0.32020000 0.03580000 3.42830000 0.00480000
0.38350000 0.02740000 0.31580000 0.03500000 3.93060000 0.00470000
0.37410000 0.02620000 0.32560000 0.03460000 3.02980000 0.00400000
0.37460000 0.02930000 0.34350000 0.03270000 4.09170000 0.00330000
0.34970000 0.02370000 0.32410000 0.03350000 4.06310000 0.00500000
0.35620000 0.02800000 0.32240000 0.03640000 4.24590000 0.00480000
0.36540000 0.02380000 0.31050000 0.03560000 3.67670000 0.00340000
0.37370000 0.02500000 0.31820000 0.03290000 3.18770000 0.00410000
0.38160000 0.02350000 0.31550000 0.03280000 3.32830000 0.00400000
0.35620000 0.02550000 0.31380000 0.03540000 4.07920000 0.00510000
0.36530000 0.02640000 0.29690000 0.03640000 3.18860000 0.00380000
0.35930000 0.02740000 0.30470000 0.03260000 3.60320000 0.00460000
0.36500000 0.02540000 0.30270000 0.03760000 4.58700000 0.00440000
0.35560000 0.02390000 0.30710000 0.03210000 5.59170000 0.00440000
0.35720000 0.02940000 0.32120000 0.03440000 3.57880000 0.00370000
0.34450000 0.02580000 0.29840000 0.03600000 3.58980000 0.00390000
0.35700000 0.02920000 0.29960000 0.03280000 3.32860000 0.00390000
0.35080000 0.02430000 0.30060000 0.03360000 3.59350000 0.00430000
0.36090000 0.02200000 0.28250000 0.03790000 4.15540000 0.00400000
0.34350000 0.02780000 0.33560000 0.03590000 3.58150000 0.00470000
0.35690000 0.02650000 0.28580000 0.03430000 4.36200000 0.00500000
0.33490000 0.02720000 0.30430000 0.03760000 5.44730000 0.00400000
0.34000000 0.02730000 0.29190000 0.03790000 3.88730000 0.00400000
0.34270000 0.02540000 0.28830000 0.03300000 3.03840000 0.00450000
0.32750000 0.02860000 0.32130000 0.03370000 3.75460000 0.00360000
0.34730000 0.02560000 0.29290000 0.03490000 2.95010000 0.00480000
0.35590000 0.02650000 0.28100000 0.03400000 3.10510000 0.00380000
0.36290000 0.02400000 0.35000000 0.03400000 3.54920000 0.00480000
0.35500000 0.02250000 0.31080000 0.03560000 2.97050000 0.00420000
0.36150000 0.02060000 0.30110000 0.03750000 2.95390000 0.00450000
0.33870000 0.02510000 0.27290000 0.03770000 3.36130000 0.00340000
0.34750000 0.02820000 0.27090000 0.03640000 2.63360000 0.00430000
0.34220000 0.02600000 0.27760000 0.03630000 3.01420000 0.00450000
0.34460000 0.02390000 0.26830000 0.03470000 2.99290000 0.00460000
0.35230000 0.02620000 0.27950000 0.03730000 3.29170000 0.00410000
0.33320000 0.02950000 0.28180000 0.03450000 2.88780000 0.00350000
0.33490000 0.02410000 0.25680000 0.03900000 2.66270000 0.00540000
0.33670000 0.02610000 0.28170000 0.03910000 2.68820000 0.00370000
0.36580000 0.02440000 0.26290000 0.03290000 2.60150000 0.00520000
0.35110000 0.02680000 0.25220000 0.03680000 2.47610000 0.00450000
0.33400000 0.02510000 0.29140000 0.03390000 2.94320000 0.00500000
0.33290000 0.02370000 0.27010000 0.03570000 2.44510000 0.00580000
0.32240000 0.02260000 0.30870000 0.03570000 2.72040000 0.00440000
0.33450000 0.02460000 0.25830000 0.03180000 2.69540000 0.00480000
0.33160000 0.02720000 0.26790000 0.03280000 2.47050000 0.00410000
0.34370000 0.02710000 0.26040000 0.03460000 2.91610000 0.00340000
0.35270000 0.02590000 0.43520000 0.03480000 5.37820000 0.00500000
0.36180000 0.02680000 0.42570000 0.03390000 5.43130000 0.00450000
0.33790000 0.02400000 0.39550000 0.03350000 5.60270000 0.00460000
0.34800000 0.02480000 0.42680000 0.03110000 5.34350000 0.00420000
0.35820000 0.02650000 0.43160000 0.03330000 4.07680000 0.00590000
0.36940000 0.02270000 0.42160000 0.03400000 4.49510000 0.00330000
0.36400000 0.02330000 0.41490000 0.03660000 5.84050000 0.00600000
0.34380000 0.02480000 0.42800000 0.03360000 4.46200000 0.00420000
0.35710000 0.02550000 0.40930000 0.03350000 5.02870000 0.00480000
0.39850000 0.02650000 0.41800000 0.03860000 4.35770000 0.00430000
0.41660000 0.02480000 0.43120000 0.03430000 3.50040000 0.00520000
0.37140000 0.02800000 0.41650000 0.03400000 4.43160000 0.00410000
0.38180000 0.02760000 0.38900000 0.03630000 4.57490000 0.00440000
0.40160000 0.02620000 0.41600000 0.03320000 4.43380000 0.00430000
0.38380000 0.02630000 0.41230000 0.03360000 4.13510000 0.00440000
0.40660000 0.02350000 0.39730000 0.03630000 3.68290000 0.00310000
0.38950000 0.03150000 0.40060000 0.03710000 4.67060000 0.00360000
0.40140000 0.02530000 0.39150000 0.03790000 3.54740000 0.00510000
0.37690000 0.02780000 0.39030000 0.03630000 4.16130000 0.00370000
0.35150000 0.02530000 0.40490000 0.03590000 5.80920000 0.00520000
0.41840000 0.02340000 0.39520000 0.04000000 4.57680000 0.00490000
0.39880000 0.02370000 0.41040000 0.03530000 5.70520000 0.00430000
0.37700000 0.02870000 0.37970000 0.03230000 4.03660000 0.00440000
0.36480000 0.02290000 0.39070000 0.03570000 3.63210000 0.00400000
0.40230000 0.02850000 0.41680000 0.03150000 4.63080000 0.00540000
0.37180000 0.02480000 0.35860000 0.03690000 4.92510000 0.00420000
0.38780000 0.02760000 0.40470000 0.03530000 4.34370000 0.00460000
0.40920000 0.02700000 0.37660000 0.03540000 4.79360000 0.00380000
0.37360000 0.02150000 0.38690000 0.03450000 5.06100000 0.00510000
0.39480000 0.02320000 0.38560000 0.03550000 4.24670000 0.00360000
0.40090000 0.02600000 0.38730000 0.03590000 5.05410000 0.00480000
0.38620000 0.02470000 0.37740000 0.03270000 4.62900000 0.00430000
0.39130000 0.02750000 0.36940000 0.03570000 4.77500000 0.00390000
0.38640000 0.02600000 0.37950000 0.03420000 4.23420000 0.00420000
0.38150000 0.02330000 0.34550000 0.03170000 3.63170000 0.00390000
0.38750000 0.02350000 0.37290000 0.03260000 3.55640000 0.00420000
0.37080000 0.02460000 0.37570000 0.02930000 3.53790000 0.00430000
0.37970000 0.02490000 0.38360000 0.03350000 4.66040000 0.00390000
0.36400000 0.02310000 0.35530000 0.03110000 4.29400000 0.00400000
0.36710000 0.02370000 0.35130000 0.03480000 4.13250000 0.00440000
0.38650000 0.02520000 0.37640000 0.03270000 3.98600000 0.00560000
0.35330000 0.02430000 0.32930000 0.03630000 5.04270000 0.00400000
0.38070000 0.02660000 0.34360000 0.03570000 4.23990000 0.00470000
0.37960000 0.02570000 0.35300000 0.03630000 4.95260000 0.00450000
0.36880000 0.02650000 0.37370000 0.03780000 4.63280000 0.00390000
0.39460000 0.02620000 0.37080000 0.03870000 4.28740000 0.00400000
0.35970000 0.02530000 0.35290000 0.03340000 3.89990000 0.00320000
0.35470000 0.02890000 0.32390000 0.03250000 4.40790000 0.00430000
0.34720000 0.02560000 0.34710000 0.03450000 4.32050000 0.00430000
0.38720000 0.02480000 0.32870000 0.03230000 3.97530000 0.00540000
0.40050000 0.02350000 0.39370000 0.03370000 4.72880000 0.00500000
0.33780000 0.02790000 0.34530000 0.03420000 4.82720000 0.00570000
0.38300000 0.02420000 0.35500000 0.03290000 3.30460000 0.00370000
0.37050000 0.02730000 0.36570000 0.03930000 4.57140000 0.00380000
0.37510000 0.02480000 0.31750000 0.03310000 3.93680000 0.00460000
0.36570000 0.02490000 0.34680000 0.03340000 4.20770000 0.00530000
0.37230000 0.02170000 0.36890000 0.03800000 3.83750000 0.00390000
0.37420000 0.02250000 0.32170000 0.03540000 4.56080000 0.00410000
0.37790000 0.02590000 0.29390000 0.03210000 3.37700000 0.00500000
0.36950000 0.02450000 0.32060000 0.03550000 4.03040000 0.00410000
0.36810000 0.02440000 0.30680000 0.03310000 4.52290000 0.00490000
0.36010000 0.02580000 0.30920000 0.03590000 3.46990000 0.00420000
0.35800000 0.02510000 0.36070000 0.03610000 5.04080000 0.00400000
0.35800000 0.02640000 0.31110000 0.03800000 4.10300000 0.00520000
0.35890000 0.02390000 0.32440000 0.03770000 4.44980000 0.00310000
0.37240000 0.02580000 0.34570000 0.03600000 3.42660000 0.00390000
0.33070000 0.02460000 0.32730000 0.03450000 4.57680000 0.00420000
0.35870000 0.02280000 0.30790000 0.03280000 4.63880000 0.00490000
0.37810000 0.02320000 0.31840000 0.03700000 3.80910000 0.00500000
0.37510000 0.02580000 0.28300000 0.03590000 3.11410000 0.00400000
0.35010000 0.02910000 0.28290000 0.03760000 3.49080000 0.00450000
0.34580000 0.02460000 0.30190000 0.03380000 4.01060000 0.00340000
0.37840000 0.02890000 0.27900000 0.03600000 3.15450000 0.00420000
0.32620000 0.02590000 0.33080000 0.03870000 5.55680000 0.00410000
0.35740000 0.02180000 0.30800000 0.03280000 3.97130000 0.00430000
0.34840000 0.02320000 0.33650000 0.03480000 3.58770000 0.00350000
0.37300000 0.02530000 0.28850000 0.03240000 3.47700000 0.00430000
0.36070000 0.02600000 0.27670000 0.02990000 3.65680000 0.00570000
0.35380000 0.02380000 0.27050000 0.03320000 2.90620000 0.00350000
0.35310000 0.02460000 0.26300000 0.03120000 3.40150000 0.00380000
0.32070000 0.02710000 0.32880000 0.03410000 4.92700000 0.00430000
0.33880000 0.02430000 0.27730000 0.03970000 2.63730000 0.00370000
0.35740000 0.02450000 0.27150000 0.03780000 3.29160000 0.00420000
0.33710000 0.02600000 0.30560000 0.03190000 3.24430000 0.00430000
0.34630000 0.02280000 0.29230000 0.03480000 3.80480000 0.00460000
0.34000000 0.02740000 0.28080000 0.03500000 3.63320000 0.00460000
0.34680000 0.02760000 0.26600000 0.03670000 3.19240000 0.00410000
0.34720000 0.02780000 0.31100000 0.03500000 3.22700000 0.00350000
0.34780000 0.02430000 0.25840000 0.03620000 2.90570000 0.00410000
0.33810000 0.02380000 0.27930000 0.03710000 2.77000000 0.00360000
0.32790000 0.02880000 0.32860000 0.03530000 2.86320000 0.00360000
0.34020000 0.02730000 0.26590000 0.03290000 2.73730000 0.00490000
0.34970000 0.02490000 0.26150000 0.03250000 2.46610000 0.00480000
0.35370000 0.02750000 0.25140000 0.03510000 2.94840000 0.00440000
0.31770000 0.02770000 0.32830000 0.03300000 2.78510000 0.00530000
0.32710000 0.02460000 0.28300000 0.03650000 2.72460000 0.00440000
0.35130000 0.02260000 0.23970000 0.03340000 2.62080000 0.00430000
0.33580000 0.02590000 0.26200000 0.03410000 2.74910000 0.00360000
0.33940000 0.02640000 0.26890000 0.03500000 2.92960000 0.00410000
0.34270000 0.02540000 0.26270000 0.03930000 2.86300000 0.00320000
0.30890000 0.02490000 0.40780000 0.03580000 5.51430000 0.00440000
0.41130000 0.02490000 0.43950000 0.03080000 4.87940000 0.00380000
0.34400000 0.02510000 0.39880000 0.03410000 5.69750000 0.00490000
0.37790000 0.02590000 0.40380000 0.03430000 5.78480000 0.00340000
0.38190000 0.02550000 0.42430000 0.03090000 4.35520000 0.00410000
0.33840000 0.02440000 0.38940000 0.03580000 5.73280000 0.00330000
0.38650000 0.02580000 0.44280000 0.03580000 5.23870000 0.00390000
0.36210000 0.02360000 0.40730000 0.03400000 5.36770000 0.00380000
0.37710000 0.02310000 0.39670000 0.03670000 4.22430000 0.00380000
0.43760000 0.02350000 0.42280000 0.03310000 3.93750000 0.00500000
0.35200000 0.02070000 0.40320000 0.03310000 5.04270000 0.00430000
0.36930000 0.02430000 0.39990000 0.03240000 4.33350000 0.00430000
0.35000000 0.03000000 0.39450000 0.03690000 4.34560000 0.00560000
0.41400000 0.02250000 0.41940000 0.03340000 3.63510000 0.00390000
0.42050000 0.02640000 0.39340000 0.03410000 3.88110000 0.00370000
0.42450000 0.02840000 0.41510000 0.03760000 4.63500000 0.00480000
0.38650000 0.02420000 0.40970000 0.03320000 4.51790000 0.00410000
0.39120000 0.02380000 0.40410000 0.03450000 4.49980000 0.00400000
0.39840000 0.02230000 0.38090000 0.03760000 4.44300000 0.00450000
0.37130000 0.02440000 0.39880000 0.03310000 4.87450000 0.00490000
0.37670000 0.02580000 0.40340000 0.03190000 5.09660000 0.00410000
0.39030000 0.02750000 0.39120000 0.03410000 4.85640000 0.00610000
0.41100000 0.02520000 0.40060000 0.03310000 3.93570000 0.00400000
0.37900000 0.02550000 0.36870000 0.03450000 4.13090000 0.00450000
0.40620000 0.02600000 0.38100000 0.03770000 3.63730000 0.00370000
0.36200000 0.02510000 0.38430000 0.03280000 5.09960000 0.00420000
0.34460000 0.02290000 0.35180000 0.03430000 3.99870000 0.00410000
0.39770000 0.02100000 0.36980000 0.03430000 4.22550000 0.00500000
0.38310000 0.02250000 0.36610000 0.03220000 3.62570000 0.00420000
0.35890000 0.02950000 0.35240000 0.03030000 4.42520000 0.00390000
0.40830000 0.02380000 0.41220000 0.03750000 3.69000000 0.00380000
0.40780000 0.02550000 0.37460000 0.03210000 3.60010000 0.00540000
0.37520000 0.02780000 0.37130000 0.03340000 4.97990000 0.00370000
0.36920000 0.02550000 0.37310000 0.03420000 4.94940000 0.00540000
0.41230000 0.02460000 0.38150000 0.03260000 3.56640000 0.00350000
0.40730000 0.02540000 0.37850000 0.03400000 4.03590000 0.00400000
0.39730000 0.02660000 0.37360000 0.03880000 3.96310000 0.00360000
0.41810000 0.02590000 0.35810000 0.03220000 3.61360000 0.00460000
0.36030000 0.02250000 0.33030000 0.03420000 3.46650000 0.00320000
0.37470000 0.02790000 0.35310000 0.03380000 3.77460000 0.00410000
0.37860000 0.02650000 0.37010000 0.03770000 4.93550000 0.00360000
0.38740000 0.02600000 0.34370000 0.03560000 3.73790000 0.00380000
0.34350000 0.02440000 0.37230000 0.03530000 4.61030000 0.00390000
0.38580000 0.02610000 0.32280000 0.02900000 3.80070000 0.00570000
0.37180000 0.02430000 0.34400000 0.03560000 3.95430000 0.00290000
0.34730000 0.02500000 0.35080000 0.03230000 5.77580000 0.00350000
0.37360000 0.02400000 0.34720000 0.03400000 4.01000000 0.00390000
0.34520000 0.02570000 0.34950000 0.04040000 4.93870000 0.00300000
0.38560000 0.02850000 0.33560000 0.03210000 3.59310000 0.00570000
0.38760000 0.02600000 0.33810000 0.03270000 4.82660000 0.00410000
0.36660000 0.02510000 0.34400000 0.03400000 5.38590000 0.00440000
0.34180000 0.02330000 0.33530000 0.03650000 4.74480000 0.00380000
0.36930000 0.02750000 0.35450000 0.03710000 4.47620000 0.00420000
0.36900000 0.02490000 0.36670000 0.03300000 4.26930000 0.00380000
0.37610000 0.02650000 0.35910000 0.03520000 4.92180000 0.00470000
0.35140000 0.02600000 0.31270000 0.03550000 3.53060000 0.00410000
0.36110000 0.02500000 0.32070000 0.03690000 4.01460000 0.00430000
0.33930000 0.02260000 0.32080000 0.03630000 4.73710000 0.00400000
0.37740000 0.02310000 0.30320000 0.03320000 3.41560000 0.00500000
0.34830000 0.02210000 0.32700000 0.03640000 4.21070000 0.00620000
0.35130000 0.02680000 0.30920000 0.03360000 4.92680000 0.00560000
0.36610000 0.02390000 0.31850000 0.03210000 4.04730000 0.00480000
0.37190000 0.02580000 0.34070000 0.03900000 3.36670000 0.00490000
0.37280000 0.02760000 0.31300000 0.03310000 3.89760000 0.00350000
0.36760000 0.02430000 0.33370000 0.03520000 4.13060000 0.00450000
0.34450000 0.02460000 0.30860000 0.03540000 3.72010000 0.00500000
0.35540000 0.02500000 0.28720000 0.03650000 4.75530000 0.00520000
0.35240000 0.02850000 0.32130000 0.03440000 3.22430000 0.00450000
0.33520000 0.02520000 0.31630000 0.03570000 6.29470000 0.00440000
0.34050000 0.02390000 0.28350000 0.03630000 3.84590000 0.00420000
0.35020000 0.02530000 0.32140000 0.03290000 3.89160000 0.00360000
0.35830000 0.02360000 0.30600000 0.03320000 4.09330000 0.00420000
0.36450000 0.02560000 0.29090000 0.03470000 3.81750000 0.00330000
0.35100000 0.02380000 0.29340000 0.03930000 3.18380000 0.00370000
0.35290000 0.02570000 0.27510000 0.03360000 3.12460000 0.00410000
0.36510000 0.02380000 0.34050000 0.03370000 3.48750000 0.00430000
0.35570000 0.02120000 0.30770000 0.03720000 3.42810000 0.00460000
0.36930000 0.02500000 0.27700000 0.03800000 3.86170000 0.00410000
0.35110000 0.02530000 0.27330000 0.03490000 3.63020000 0.00470000
0.35730000 0.02640000 0.26990000 0.03470000 3.24670000 0.00340000
0.33300000 0.02580000 0.30820000 0.03450000 5.16710000 0.00400000
0.35290000 0.02330000 0.29290000 0.03970000 4.26220000 0.00460000
0.34930000 0.02120000 0.29580000 0.03680000 3.75790000 0.00400000
0.36780000 0.02660000 0.27420000 0.03730000 3.03140000 0.00410000
0.34640000 0.02570000 0.31740000 0.03330000 3.18600000 0.00440000
0.33850000 0.02650000 0.29670000 0.03370000 3.39220000 0.00500000
0.34920000 0.02620000 0.25930000 0.03410000 2.98680000 0.00400000
0.34660000 0.02610000 0.27740000 0.03340000 3.53380000 0.00340000
0.35000000 0.02700000 0.26680000 0.03450000 3.26580000 0.00450000
0.34820000 0.02450000 0.30110000 0.03560000 2.94670000 0.00430000
0.33510000 0.02650000 0.25840000 0.03330000 3.15710000 0.00340000
0.33420000 0.02990000 0.25280000 0.03140000 3.17470000 0.00490000
0.32630000 0.02150000 0.26520000 0.03730000 2.99220000 0.00520000
0.32690000 0.02490000 0.27210000 0.03230000 2.67080000 0.00420000
0.35080000 0.02280000 0.25040000 0.03400000 2.54870000 0.00370000
0.36660000 0.02800000 0.24570000 0.03730000 2.49880000 0.00360000
0.32170000 0.02310000 0.28440000 0.03490000 2.68210000 0.00610000
0.35440000 0.02690000 0.22890000 0.03310000 2.57370000 0.00450000
0.33830000 0.02590000 0.26690000 0.03490000 2.61660000 0.00350000
0.34420000 0.02430000 0.24680000 0.03480000 2.80960000 0.00450000
0.37360000 0.02500000 0.42730000 0.03500000 5.68850000 0.00460000
0.37630000 0.02600000 0.43430000 0.03350000 4.20010000 0.00400000
0.36510000 0.02760000 0.41480000 0.03400000 5.46990000 0.00400000
0.40320000 0.02850000 0.43220000 0.03390000 5.72050000 0.00400000
0.37530000 0.03060000 0.43050000 0.03500000 4.65620000 0.00340000
0.41950000 0.02410000 0.44000000 0.03780000 4.20410000 0.00560000
0.35590000 0.02470000 0.41080000 0.03580000 5.62460000 0.00560000
0.37000000 0.02350000 0.41590000 0.03340000 5.58580000 0.00530000
0.42630000 0.02650000 0.43620000 0.03350000 4.17210000 0.00410000
0.35860000 0.02730000 0.38520000 0.03740000 4.63020000 0.00420000
0.40840000 0.02310000 0.40980000 0.03260000 4.26670000 0.00530000
0.41660000 0.02770000 0.43310000 0.03530000 3.93350000 0.00470000
0.37570000 0.02490000 0.41050000 0.03570000 5.15140000 0.00420000
0.36840000 0.02600000 0.40840000 0.03650000 4.34330000 0.00370000
0.39270000 0.02790000 0.41050000 0.03650000 4.04880000 0.00370000
0.35390000 0.02340000 0.37170000 0.03400000 5.07800000 0.00330000
0.41070000 0.02460000 0.39450000 0.03700000 3.55880000 0.00650000
0.37160000 0.02560000 0.41290000 0.03660000 4.21270000 0.00540000
