vxy_mean vxy_std vyx_mean vyx_std e1max_mean e1max_std
0.26380000 0.02430000 0.31870000 0.03830000 5.16740000 0.00380000
0.24070000 0.02660000 0.34100000 0.03690000 4.83270000 0.00400000
0.24570000 0.02390000 0.32840000 0.03380000 5.06040000 0.00360000
0.24440000 0.02910000 0.31390000 0.03400000 4.64750000 0.00470000
0.25150000 0.02770000 0.32240000 0.03320000 5.91910000 0.00700000
0.23940000 0.02570000 0.34470000 0.03250000 5.48980000 0.00520000
0.41510000 0.02340000 0.34340000 0.03590000 3.19860000 0.00400000
0.42640000 0.02680000 0.37070000 0.03440000 3.55730000 0.00520000
0.42020000 0.02360000 0.33990000 0.03190000 3.15100000 0.00360000
0.42170000 0.02750000 0.34750000 0.03580000 3.48930000 0.00430000
0.40480000 0.02810000 0.34540000 0.03410000 3.79590000 0.00490000
0.37740000 0.02370000 0.33770000 0.03320000 3.61830000 0.00500000
0.42250000 0.02420000 0.37060000 0.03690000 4.07330000 0.00440000
0.42500000 0.02580000 0.37040000 0.03330000 3.23790000 0.00360000
0.41000000 0.02350000 0.37090000 0.03470000 3.47280000 0.00430000
0.37190000 0.02690000 0.34490000 0.03620000 3.71180000 0.00450000
0.40930000 0.02450000 0.36660000 0.03640000 3.67290000 0.00380000
0.39980000 0.02650000 0.38530000 0.03330000 3.81550000 0.00310000
0.39390000 0.02470000 0.36500000 0.03510000 3.80640000 0.00410000
0.40700000 0.02870000 0.40220000 0.03460000 4.31790000 0.00490000
0.38220000 0.02500000 0.37980000 0.03930000 3.70290000 0.00480000
0.39190000 0.02570000 0.39000000 0.03310000 5.11880000 0.00480000
0.39030000 0.02850000 0.35560000 0.03410000 3.71780000 0.00430000
0.38990000 0.02660000 0.37020000 0.03120000 3.78790000 0.00390000
0.39390000 0.02720000 0.39130000 0.03630000 4.47250000 0.00450000
0.37200000 0.02700000 0.35490000 0.03420000 4.30830000 0.00560000
0.35270000 0.02430000 0.35690000 0.03420000 4.08110000 0.00460000
0.39370000 0.02250000 0.37450000 0.03940000 4.44840000 0.00420000
0.39270000 0.02430000 0.37610000 0.03800000 4.40330000 0.00410000
0.39020000 0.02690000 0.39190000 0.03220000 4.56120000 0.00410000
0.37690000 0.02820000 0.38640000 0.03300000 3.93410000 0.00480000
0.40310000 0.02560000 0.37570000 0.03480000 4.34020000 0.00450000
0.39450000 0.02490000 0.37390000 0.03750000 4.84260000 0.00310000
0.36710000 0.02990000 0.38230000 0.03690000 4.85690000 0.00360000
0.36800000 0.02530000 0.38960000 0.03150000 4.48980000 0.00390000
0.35580000 0.02490000 0.39650000 0.03400000 4.60810000 0.00370000
0.37380000 0.02810000 0.35530000 0.03200000 5.43700000 0.00480000
0.34620000 0.02510000 0.35300000 0.03040000 5.30860000 0.00360000
0.38570000 0.01950000 0.37800000 0.03620000 4.23350000 0.00340000
0.36220000 0.02850000 0.36670000 0.03470000 4.87120000 0.00490000
0.36570000 0.02640000 0.35040000 0.03510000 5.26610000 0.00460000
0.38720000 0.02570000 0.36480000 0.03250000 4.25700000 0.00390000
0.35160000 0.02620000 0.35680000 0.03770000 6.00940000 0.00410000
0.38100000 0.02200000 0.37390000 0.03700000 5.65000000 0.00470000
0.34350000 0.02390000 0.33020000 0.03220000 4.03970000 0.00380000
0.35280000 0.02180000 0.34520000 0.03570000 5.01990000 0.00430000
0.35600000 0.02380000 0.35810000 0.03610000 5.05190000 0.00450000
0.36480000 0.02780000 0.36390000 0.03560000 5.95260000 0.00360000
0.32840000 0.02470000 0.34740000 0.03680000 5.00690000 0.00360000
0.34340000 0.02460000 0.36130000 0.03370000 5.05920000 0.00370000
0.32980000 0.02640000 0.36750000 0.03500000 5.64860000 0.00400000
0.32320000 0.02900000 0.35030000 0.03990000 4.36580000 0.00300000
0.35380000 0.02630000 0.37540000 0.03720000 4.40090000 0.00400000
0.34470000 0.02640000 0.35970000 0.03300000 5.17580000 0.00410000
0.35540000 0.02520000 0.35290000 0.03410000 5.74520000 0.00540000
0.33590000 0.02650000 0.34490000 0.03790000 5.88850000 0.00430000
0.34360000 0.02640000 0.32820000 0.03710000 6.57400000 0.00350000
0.32530000 0.02620000 0.35560000 0.03860000 5.26230000 0.00410000
0.31370000 0.02260000 0.36770000 0.03500000 5.60240000 0.00390000
0.32590000 0.02430000 0.34850000 0.03290000 5.49300000 0.00400000
0.32370000 0.02720000 0.34890000 0.03290000 5.18870000 0.00390000
0.32550000 0.02540000 0.33930000 0.03350000 6.11080000 0.00400000
0.31940000 0.02540000 0.35290000 0.03370000 6.37640000 0.00530000
0.31460000 0.02340000 0.38850000 0.03090000 5.72200000 0.00420000
0.29960000 0.02760000 0.33210000 0.03570000 5.14820000 0.00340000
0.29040000 0.02320000 0.33910000 0.03440000 6.19550000 0.00420000
0.36650000 0.02570000 0.34240000 0.03310000 6.08060000 0.00510000
0.33150000 0.02590000 0.36360000 0.03320000 6.66010000 0.00520000
0.35500000 0.02600000 0.33930000 0.03410000 5.31390000 0.00480000
0.32080000 0.02510000 0.34580000 0.03190000 6.27170000 0.00360000
0.32600000 0.02620000 0.34240000 0.03480000 5.46680000 0.00410000
0.33070000 0.02800000 0.34690000 0.03350000 5.62520000 0.00500000
0.35620000 0.02380000 0.35600000 0.03290000 5.59490000 0.00360000
0.30560000 0.02770000 0.33740000 0.03650000 5.35590000 0.00630000
0.29880000 0.02450000 0.35270000 0.03540000 5.18010000 0.00370000
0.31390000 0.02480000 0.33690000 0.03480000 4.91700000 0.00400000
0.30360000 0.02360000 0.35780000 0.03810000 6.39540000 0.00420000
0.29290000 0.02590000 0.34310000 0.03300000 6.39120000 0.00380000
0.29150000 0.02500000 0.35260000 0.03790000 6.07830000 0.00460000
0.32610000 0.03020000 0.34440000 0.03380000 5.90240000 0.00370000
0.29680000 0.02550000 0.34970000 0.03610000 5.34080000 0.00390000
0.29430000 0.02440000 0.33120000 0.03760000 6.03740000 0.00380000
0.28120000 0.02610000 0.32470000 0.03450000 5.59510000 0.00500000
0.32490000 0.02580000 0.32550000 0.03660000 5.41620000 0.00520000
0.27340000 0.02610000 0.34070000 0.03890000 6.35490000 0.00520000
0.28480000 0.02280000 0.34220000 0.03290000 5.27810000 0.00550000
0.27560000 0.02540000 0.34920000 0.03700000 5.79500000 0.00390000
0.30360000 0.02870000 0.33300000 0.03810000 5.39210000 0.00330000
0.29580000 0.02630000 0.32100000 0.03500000 5.44740000 0.00430000
0.26240000 0.02630000 0.35020000 0.03350000 4.82160000 0.00340000
0.30550000 0.02530000 0.31720000 0.03360000 5.56000000 0.00760000
0.26400000 0.02320000 0.32920000 0.03410000 5.60730000 0.00390000
0.26270000 0.02710000 0.34220000 0.03060000 5.17980000 0.00370000
0.26240000 0.02690000 0.34240000 0.03910000 5.74460000 0.00360000
0.25640000 0.02870000 0.33280000 0.03760000 5.23890000 0.00460000
0.25350000 0.02580000 0.34080000 0.03350000 5.97350000 0.00490000
0.27250000 0.02390000 0.31540000 0.03830000 5.19380000 0.00370000
0.25340000 0.02560000 0.33990000 0.03380000 5.07900000 0.00380000
0.24090000 0.02480000 0.33570000 0.03540000 5.87540000 0.00530000
0.26330000 0.02380000 0.31990000 0.03650000 5.33900000 0.00530000
0.26580000 0.02640000 0.32420000 0.03020000 5.44790000 0.00430000
0.25690000 0.02790000 0.31030000 0.03600000 5.37880000 0.00400000
0.25700000 0.02490000 0.33910000 0.03740000 5.11580000 0.00480000
0.29130000 0.02700000 0.31720000 0.03280000 5.26610000 0.00400000
0.25160000 0.02740000 0.32730000 0.03740000 5.75340000 0.00480000
0.24910000 0.02340000 0.32100000 0.03260000 4.95840000 0.00590000
0.42880000 0.02730000 0.36600000 0.03100000 3.12360000 0.00400000
0.41220000 0.02220000 0.31770000 0.03220000 3.03270000 0.00480000
0.40310000 0.02490000 0.34100000 0.03370000 3.47830000 0.00400000
0.39890000 0.02400000 0.35340000 0.03450000 3.34660000 0.00640000
0.39700000 0.02850000 0.33140000 0.03700000 4.16150000 0.00340000
0.38760000 0.02410000 0.35040000 0.04010000 3.57280000 0.00290000
0.39140000 0.02440000 0.34440000 0.03250000 3.61440000 0.00410000
0.41070000 0.02630000 0.41180000 0.03300000 4.34240000 0.00400000
0.40930000 0.02560000 0.41130000 0.03280000 3.81590000 0.00450000
0.41530000 0.02430000 0.36250000 0.03520000 4.14100000 0.00440000
0.39840000 0.02490000 0.38870000 0.03460000 4.03390000 0.00390000
0.40200000 0.02770000 0.38760000 0.03530000 3.95450000 0.00510000
0.40050000 0.02440000 0.38680000 0.03560000 3.62140000 0.00420000
0.40900000 0.02650000 0.37520000 0.03930000 4.38890000 0.00420000
0.37850000 0.02510000 0.36520000 0.03540000 3.83860000 0.00440000
0.39980000 0.02570000 0.38700000 0.03600000 3.73170000 0.00610000
0.39980000 0.02220000 0.38000000 0.03010000 4.64950000 0.00420000
0.40610000 0.02470000 0.38330000 0.03530000 4.89670000 0.00400000
0.38390000 0.02540000 0.36920000 0.03560000 4.51790000 0.00360000
0.37670000 0.02980000 0.34100000 0.03280000 3.68500000 0.00420000
0.37630000 0.02270000 0.34980000 0.02960000 4.05090000 0.00440000
0.37500000 0.02280000 0.38000000 0.03460000 4.41510000 0.00430000
0.35990000 0.02480000 0.35190000 0.03540000 4.05980000 0.00400000
0.38350000 0.02650000 0.39120000 0.03530000 4.71760000 0.00510000
0.38180000 0.02340000 0.40980000 0.03480000 4.45220000 0.00390000
0.37860000 0.02600000 0.36070000 0.03460000 4.39000000 0.00390000
0.38200000 0.02600000 0.39380000 0.03700000 4.96420000 0.00380000
0.35870000 0.02600000 0.34300000 0.04000000 5.14410000 0.00400000
0.39950000 0.02460000 0.39760000 0.03440000 4.24220000 0.00560000
0.34190000 0.02390000 0.37750000 0.03290000 5.46960000 0.00360000
0.37320000 0.02680000 0.39290000 0.03360000 4.14240000 0.00390000
0.36120000 0.02810000 0.37830000 0.03450000 4.90490000 0.00370000
0.33760000 0.02740000 0.36880000 0.03340000 4.75160000 0.00330000
0.34810000 0.02250000 0.36630000 0.03690000 5.01280000 0.00440000
0.35860000 0.02470000 0.36660000 0.03530000 4.91730000 0.00470000
0.37670000 0.02660000 0.38640000 0.03390000 4.85600000 0.00360000
0.33580000 0.02460000 0.34420000 0.03290000 5.29840000 0.00390000
0.35290000 0.02440000 0.36760000 0.03690000 5.84770000 0.00400000
0.34680000 0.02490000 0.35960000 0.03300000 5.01040000 0.00390000
0.32320000 0.02480000 0.36560000 0.03650000 5.48240000 0.00410000
0.33800000 0.02420000 0.38400000 0.03300000 4.87570000 0.00530000
0.34280000 0.02580000 0.35700000 0.03770000 5.42660000 0.00390000
0.32930000 0.02400000 0.35140000 0.03570000 4.66440000 0.00400000
0.37470000 0.02680000 0.35390000 0.03150000 5.33910000 0.00380000
0.32800000 0.02520000 0.37580000 0.03180000 5.07640000 0.00410000
0.34710000 0.02710000 0.31800000 0.03080000 6.30470000 0.00390000
0.32910000 0.02760000 0.35970000 0.03630000 5.22830000 0.00450000
0.34610000 0.02600000 0.35600000 0.03550000 4.66210000 0.00380000
0.32790000 0.02630000 0.33400000 0.03490000 4.97440000 0.00330000
0.35330000 0.02450000 0.38330000 0.03620000 6.99980000 0.00360000
0.35160000 0.02370000 0.35870000 0.03330000 5.92530000 0.00390000
0.31400000 0.02300000 0.36000000 0.03170000 5.24860000 0.00390000
0.32720000 0.02840000 0.36120000 0.03460000 5.00260000 0.00450000
0.32920000 0.02920000 0.34390000 0.04340000 4.97150000 0.00420000
0.31360000 0.02730000 0.34650000 0.03740000 5.60700000 0.00360000
0.31820000 0.02800000 0.33260000 0.03580000 5.23800000 0.00330000
0.31710000 0.02490000 0.33490000 0.03540000 6.00730000 0.00320000
0.30430000 0.02810000 0.33570000 0.03590000 5.65730000 0.00500000
0.32460000 0.02430000 0.33190000 0.03640000 5.40980000 0.00430000
0.31030000 0.02660000 0.37450000 0.03530000 5.57020000 0.00410000
0.36090000 0.02540000 0.34190000 0.03370000 4.93280000 0.00450000
0.30800000 0.02450000 0.34320000 0.03280000 5.98120000 0.00340000
0.32270000 0.02430000 0.36060000 0.03190000 5.46750000 0.00440000
0.29880000 0.02490000 0.37150000 0.03380000 4.78040000 0.00440000
0.32750000 0.02530000 0.35870000 0.03500000 6.07440000 0.00450000
0.30640000 0.02730000 0.35780000 0.03340000 5.45250000 0.00580000
0.30190000 0.02740000 0.34170000 0.03700000 5.98440000 0.00500000
0.29210000 0.02680000 0.33090000 0.03440000 5.91830000 0.00330000
0.27920000 0.02610000 0.35640000 0.03630000 5.49150000 0.00590000
0.28110000 0.02230000 0.35240000 0.03640000 6.12800000 0.00330000
0.31260000 0.02530000 0.35610000 0.03450000 5.76800000 0.00430000
0.31300000 0.02540000 0.35010000 0.03300000 5.21590000 0.00430000
0.30300000 0.02470000 0.33930000 0.03280000 7.36870000 0.00480000
0.28860000 0.02820000 0.32840000 0.03710000 5.61720000 0.00800000
0.32300000 0.02560000 0.35020000 0.03550000 5.67090000 0.00380000
0.29500000 0.02710000 0.32840000 0.03500000 6.27610000 0.00470000
0.30740000 0.02480000 0.33800000 0.03820000 6.30640000 0.00470000
0.27980000 0.02490000 0.33540000 0.03340000 5.41020000 0.00420000
0.26400000 0.02680000 0.34330000 0.03370000 5.64420000 0.00410000
0.26690000 0.02480000 0.32960000 0.03450000 5.15020000 0.00450000
0.25850000 0.02440000 0.34180000 0.03540000 5.99180000 0.00590000
0.26870000 0.02190000 0.32610000 0.03040000 5.96590000 0.00370000
0.31580000 0.02360000 0.32310000 0.03590000 5.00860000 0.00370000
0.26210000 0.02540000 0.31680000 0.03310000 5.05170000 0.00400000
0.30850000 0.02520000 0.30900000 0.03340000 5.61470000 0.00420000
0.26360000 0.02430000 0.33360000 0.03640000 4.88010000 0.00340000
0.26620000 0.02520000 0.31510000 0.03780000 5.54890000 0.00360000
0.27500000 0.02450000 0.33340000 0.03560000 6.13030000 0.00360000
0.25700000 0.02400000 0.33870000 0.03430000 4.76630000 0.00460000
0.24600000 0.02840000 0.33340000 0.03130000 6.50190000 0.00420000
0.24870000 0.02840000 0.33850000 0.03430000 5.57760000 0.00380000
0.26440000 0.02560000 0.33030000 0.03210000 5.57630000 0.00390000
0.28060000 0.02580000 0.31690000 0.03470000 5.71430000 0.00460000
0.25470000 0.02340000 0.31450000 0.03580000 5.91180000 0.00430000
0.26450000 0.02530000 0.32500000 0.03280000 5.10350000 0.00520000
0.25900000 0.02440000 0.31540000 0.03430000 5.50340000 0.00570000
0.23580000 0.02290000 0.31880000 0.03280000 5.39120000 0.00490000
0.23090000 0.02570000 0.32540000 0.03630000 4.88420000 0.00580000
0.28380000 0.02510000 0.32800000 0.03660000 5.74750000 0.00330000
0.24510000 0.02630000 0.31380000 0.03450000 5.38400000 0.00410000
0.39960000 0.02670000 0.32200000 0.03310000 3.31070000 0.00460000
0.41320000 0.02570000 0.33530000 0.03660000 3.40440000 0.00610000
0.42250000 0.02410000 0.33920000 0.03520000 3.64470000 0.00370000
0.39050000 0.02410000 0.36160000 0.03640000 3.91510000 0.00460000
0.40560000 0.02560000 0.36980000 0.03520000 3.83300000 0.00580000
0.39110000 0.02570000 0.35470000 0.03700000 3.67810000 0.00420000
0.41490000 0.02860000 0.36590000 0.03350000 4.01580000 0.00440000
0.37270000 0.02640000 0.32870000 0.03370000 3.33730000 0.00460000
0.39860000 0.02690000 0.34320000 0.03730000 3.79130000 0.00440000
0.41500000 0.02660000 0.36830000 0.03250000 3.96520000 0.00470000
0.39030000 0.02380000 0.34610000 0.03660000 4.25990000 0.00380000
0.39450000 0.02770000 0.34790000 0.03280000 4.25170000 0.00620000
0.39140000 0.02540000 0.38710000 0.03820000 3.86640000 0.00460000
0.39090000 0.02690000 0.36660000 0.03480000 4.28680000 0.00410000
0.39610000 0.02450000 0.36510000 0.03510000 4.46730000 0.00430000
0.38380000 0.02250000 0.35920000 0.03430000 4.28680000 0.00430000
0.36880000 0.02860000 0.34730000 0.03590000 4.02900000 0.00680000
0.41070000 0.02500000 0.37430000 0.03290000 4.78290000 0.00470000
0.41300000 0.02630000 0.35980000 0.03370000 4.00370000 0.00450000
0.36300000 0.02290000 0.35700000 0.03230000 4.42790000 0.00420000
0.40480000 0.02570000 0.37860000 0.03700000 4.61230000 0.00400000
0.41920000 0.02150000 0.38520000 0.03450000 4.59280000 0.00370000
0.37780000 0.02410000 0.37290000 0.03450000 4.66060000 0.00540000
0.36910000 0.02320000 0.39600000 0.03400000 4.36590000 0.00410000
0.36230000 0.02300000 0.36950000 0.03700000 4.51690000 0.00380000
0.39270000 0.02350000 0.35530000 0.03270000 4.73130000 0.00410000
0.36640000 0.02500000 0.37080000 0.03440000 4.69580000 0.00430000
0.37570000 0.02500000 0.38250000 0.03460000 4.56520000 0.00490000
0.36220000 0.02680000 0.36630000 0.03290000 5.45310000 0.00420000
0.38450000 0.02350000 0.39330000 0.03390000 5.37870000 0.00430000
0.38300000 0.02380000 0.36200000 0.03540000 5.39640000 0.00390000
0.36790000 0.02740000 0.35340000 0.03390000 4.96340000 0.00490000
0.34710000 0.02670000 0.36160000 0.03440000 4.69240000 0.00380000
0.35720000 0.02650000 0.35500000 0.03790000 5.81480000 0.00460000
0.32720000 0.02350000 0.32830000 0.03660000 5.33750000 0.00490000
0.38620000 0.02510000 0.37890000 0.03680000 5.47410000 0.00580000
0.35960000 0.02530000 0.36800000 0.03300000 5.18710000 0.00490000
0.33750000 0.02490000 0.37090000 0.03650000 5.87550000 0.00410000
0.35480000 0.02430000 0.35280000 0.03160000 4.73620000 0.00450000
0.37710000 0.02390000 0.35440000 0.03480000 5.11240000 0.00610000
0.37240000 0.02730000 0.37030000 0.03750000 5.28320000 0.00370000
0.31670000 0.02370000 0.36120000 0.03250000 5.25240000 0.00470000
0.32730000 0.02700000 0.36690000 0.03540000 5.09440000 0.00350000
0.31570000 0.02370000 0.35000000 0.03400000 5.10480000 0.00430000
0.31940000 0.02800000 0.38430000 0.03430000 5.52130000 0.00380000
0.33330000 0.02610000 0.34200000 0.03340000 4.80300000 0.00530000
0.34900000 0.02510000 0.37640000 0.03170000 5.15110000 0.00420000
0.32610000 0.02400000 0.34940000 0.03620000 5.30390000 0.00500000
0.32660000 0.02510000 0.34780000 0.03550000 5.16620000 0.00410000
0.32710000 0.02420000 0.34540000 0.03430000 5.43860000 0.00640000
0.35130000 0.02440000 0.34820000 0.03450000 5.80570000 0.00380000
0.32240000 0.02500000 0.33850000 0.03450000 5.40800000 0.00390000
0.29620000 0.02410000 0.35010000 0.03580000 5.47470000 0.00380000
0.33650000 0.02370000 0.34120000 0.03480000 6.34420000 0.00340000
0.32750000 0.02680000 0.34460000 0.03410000 5.42410000 0.00310000
0.33090000 0.02290000 0.34930000 0.03350000 5.58410000 0.00430000
0.32170000 0.02530000 0.33570000 0.03030000 5.53820000 0.00450000
0.34490000 0.02640000 0.37330000 0.03480000 5.28180000 0.00530000
0.31480000 0.02090000 0.36920000 0.03470000 5.75120000 0.00480000
0.32730000 0.02780000 0.34440000 0.03550000 6.00060000 0.00500000
0.30860000 0.02850000 0.33360000 0.03560000 5.87240000 0.00390000
0.31190000 0.02510000 0.32720000 0.03260000 5.38060000 0.00770000
0.32460000 0.02180000 0.35970000 0.03600000 5.43970000 0.00410000
0.35130000 0.02760000 0.32930000 0.03550000 7.34600000 0.00340000
0.30370000 0.02400000 0.33400000 0.03620000 5.94410000 0.00420000
0.30590000 0.02480000 0.34460000 0.03810000 6.13600000 0.00590000
0.32680000 0.02680000 0.34960000 0.03520000 5.23760000 0.00400000
0.31400000 0.02530000 0.34190000 0.03620000 5.95710000 0.00470000
0.30740000 0.02480000 0.34020000 0.03740000 6.51460000 0.00420000
0.33980000 0.02530000 0.35050000 0.03450000 6.09350000 0.00650000
0.29120000 0.02560000 0.33540000 0.03360000 6.55010000 0.00470000
0.29960000 0.02700000 0.34170000 0.03740000 5.46510000 0.00390000
0.28130000 0.02870000 0.33160000 0.03710000 5.47230000 0.00400000
0.29090000 0.02740000 0.34150000 0.03440000 5.76910000 0.00420000
0.29160000 0.02600000 0.30490000 0.03320000 4.89420000 0.00360000
0.30980000 0.02790000 0.33920000 0.03550000 5.68320000 0.00490000
0.31650000 0.02570000 0.31660000 0.03480000 5.81650000 0.00410000
0.27890000 0.02230000 0.35130000 0.03630000 5.67900000 0.00350000
0.30050000 0.02790000 0.33150000 0.03480000 6.20280000 0.00480000
0.26800000 0.02690000 0.33960000 0.03730000 5.64900000 0.00500000
0.27490000 0.02400000 0.32550000 0.03450000 5.52940000 0.00570000
0.25560000 0.02580000 0.34580000 0.03220000 5.38330000 0.00470000
0.27830000 0.02430000 0.30970000 0.03470000 5.69780000 0.00460000
0.31850000 0.02480000 0.30580000 0.03800000 5.18250000 0.00430000
0.30480000 0.02590000 0.32850000 0.03270000 5.93870000 0.00350000
0.30300000 0.02650000 0.32730000 0.03550000 5.74680000 0.00480000
0.28720000 0.02600000 0.31870000 0.03280000 5.12860000 0.00360000
0.28050000 0.02530000 0.31730000 0.03460000 5.88560000 0.00390000
0.26020000 0.02630000 0.33110000 0.03500000 5.82400000 0.00490000
0.25830000 0.02560000 0.32460000 0.02980000 5.67670000 0.00450000
0.25060000 0.02310000 0.32580000 0.03770000 5.48700000 0.00380000
0.26520000 0.02190000 0.31990000 0.02930000 4.84470000 0.00440000
0.26060000 0.02630000 0.32210000 0.03590000 5.19870000 0.00490000
0.24720000 0.02760000 0.32110000 0.03430000 6.26300000 0.00350000
0.24900000 0.02650000 0.32500000 0.03550000 5.34570000 0.00430000
0.28370000 0.02620000 0.32270000 0.03670000 5.94110000 0.00480000
0.28090000 0.02650000 0.30260000 0.03800000 5.99160000 0.00380000
0.27200000 0.02470000 0.31060000 0.03910000 6.13090000 0.00370000
0.22190000 0.02250000 0.32340000 0.03520000 5.03360000 0.00360000
0.22300000 0.02290000 0.34140000 0.03690000 5.05990000 0.00450000
0.41270000 0.02650000 0.37290000 0.03570000 3.88100000 0.00470000
0.39350000 0.02460000 0.31800000 0.03690000 3.11790000 0.00390000
0.39030000 0.02610000 0.33160000 0.03490000 3.93880000 0.00530000
0.39580000 0.02710000 0.34740000 0.03480000 3.60170000 0.00470000
0.43210000 0.02400000 0.38410000 0.03900000 4.08470000 0.00480000
0.41180000 0.02290000 0.35860000 0.03530000 3.35800000 0.00390000
0.40400000 0.02470000 0.38110000 0.03640000 3.80680000 0.00450000
0.40980000 0.02770000 0.40100000 0.03250000 3.83180000 0.00540000
0.39890000 0.02350000 0.38620000 0.03310000 4.25020000 0.00350000
0.37780000 0.02680000 0.34850000 0.03490000 4.47990000 0.00410000
0.41730000 0.02470000 0.38960000 0.03170000 3.92810000 0.00380000
0.39300000 0.02560000 0.36860000 0.03590000 3.91990000 0.00430000
0.40290000 0.02290000 0.38390000 0.03240000 4.37320000 0.00480000
0.36990000 0.02350000 0.36000000 0.03750000 5.15760000 0.00500000
0.39960000 0.02530000 0.37020000 0.03760000 3.97570000 0.00380000
0.39160000 0.02780000 0.35750000 0.03660000 4.17100000 0.00370000
0.36190000 0.02230000 0.34930000 0.03520000 4.71100000 0.00380000
0.38440000 0.02240000 0.37120000 0.03140000 4.10480000 0.00430000
0.38970000 0.03000000 0.38260000 0.03650000 4.54150000 0.00550000
0.39340000 0.02570000 0.38240000 0.03280000 4.35580000 0.00420000
0.38560000 0.02670000 0.38230000 0.03600000 4.81840000 0.00520000
0.38050000 0.02340000 0.36890000 0.03630000 4.75870000 0.00460000
0.38010000 0.02610000 0.38930000 0.03640000 4.53610000 0.00340000
0.39430000 0.02450000 0.39120000 0.03580000 4.47900000 0.00510000
0.35630000 0.02630000 0.39020000 0.03460000 4.16240000 0.00380000
0.38120000 0.02210000 0.38600000 0.03580000 4.28950000 0.00450000
0.36880000 0.02970000 0.34920000 0.03490000 5.46300000 0.00420000
0.38280000 0.02610000 0.36280000 0.03860000 5.49460000 0.00410000
0.38290000 0.02480000 0.37270000 0.03550000 4.57470000 0.00500000
0.34760000 0.02490000 0.37790000 0.03310000 4.93800000 0.00430000
0.34600000 0.02600000 0.37530000 0.03320000 5.33820000 0.00440000
0.34040000 0.02720000 0.31230000 0.03680000 5.30230000 0.00390000
0.34450000 0.02720000 0.34420000 0.03570000 4.73670000 0.00560000
0.38480000 0.02770000 0.35430000 0.03850000 5.46540000 0.00360000
0.34630000 0.02680000 0.36260000 0.03580000 4.58410000 0.00310000
0.34040000 0.02480000 0.36790000 0.03370000 5.69440000 0.00380000
0.33980000 0.02240000 0.37390000 0.03350000 5.56180000 0.00660000
0.36920000 0.02520000 0.34530000 0.03460000 5.39580000 0.00340000
0.35540000 0.02170000 0.34150000 0.03790000 6.13740000 0.00410000
0.33260000 0.02320000 0.36930000 0.03570000 6.22640000 0.00610000
0.36460000 0.02520000 0.33710000 0.03330000 5.37130000 0.00520000
0.34010000 0.02730000 0.33600000 0.03740000 5.20580000 0.00490000
0.35520000 0.02570000 0.35870000 0.03540000 6.31240000 0.00400000
0.36550000 0.02160000 0.34260000 0.03320000 5.26580000 0.00500000
0.34630000 0.02250000 0.34320000 0.03080000 5.80140000 0.00440000
0.32890000 0.02410000 0.36760000 0.03820000 6.66600000 0.00320000
0.33530000 0.02580000 0.32690000 0.03830000 5.93580000 0.00460000
0.32410000 0.02450000 0.37140000 0.03510000 5.05290000 0.00410000
0.32740000 0.02500000 0.37410000 0.03770000 5.14530000 0.00420000
0.31690000 0.02610000 0.34060000 0.03750000 5.17510000 0.00410000
0.33500000 0.02440000 0.33110000 0.03300000 5.02430000 0.00480000
0.32240000 0.02370000 0.32310000 0.03600000 4.98880000 0.00470000
0.34480000 0.02670000 0.37260000 0.03120000 5.43410000 0.00470000
0.32890000 0.02510000 0.36930000 0.03650000 5.62140000 0.00530000
0.33620000 0.02420000 0.36260000 0.03540000 5.32700000 0.00320000
0.32330000 0.02900000 0.37250000 0.02980000 5.87900000 0.00630000
0.30520000 0.02750000 0.34310000 0.03610000 5.95580000 0.00460000
0.31070000 0.02270000 0.35630000 0.03590000 6.07000000 0.00370000
0.32970000 0.02550000 0.34650000 0.03380000 5.18040000 0.00410000
0.32510000 0.02230000 0.32710000 0.03490000 5.16780000 0.00380000
0.31650000 0.02630000 0.34760000 0.03590000 5.25570000 0.00560000
0.31920000 0.02360000 0.34810000 0.03140000 5.51550000 0.00410000
0.30370000 0.02990000 0.33220000 0.03190000 5.89960000 0.00540000
0.30070000 0.02550000 0.35410000 0.03360000 5.59760000 0.00380000
0.29580000 0.02620000 0.33350000 0.03270000 7.14580000 0.00430000
0.35860000 0.02180000 0.34130000 0.03480000 5.47250000 0.00400000
0.28780000 0.02520000 0.34370000 0.03490000 5.16340000 0.00330000
0.31560000 0.02310000 0.33500000 0.03340000 4.80460000 0.00370000
0.33550000 0.02360000 0.34440000 0.03410000 5.87430000 0.00460000
0.34000000 0.02470000 0.34200000 0.03150000 5.57510000 0.00420000
0.29470000 0.02360000 0.34160000 0.03030000 6.41380000 0.00400000
0.29000000 0.02220000 0.33510000 0.03630000 5.61950000 0.00540000
0.26780000 0.02500000 0.31610000 0.03410000 5.95960000 0.00410000
0.28380000 0.02950000 0.33060000 0.04120000 5.64270000 0.00360000
0.29990000 0.02470000 0.34640000 0.03710000 6.25800000 0.00420000
0.29420000 0.02640000 0.32200000 0.03600000 6.23550000 0.00490000
0.29770000 0.02290000 0.33410000 0.03150000 5.76060000 0.00380000
0.28190000 0.02400000 0.32790000 0.03220000 5.90220000 0.00530000
0.27820000 0.02420000 0.32900000 0.03630000 5.84710000 0.00420000
0.31750000 0.02570000 0.33330000 0.03150000 5.95200000 0.00420000
0.27440000 0.02440000 0.31240000 0.03630000 5.30890000 0.00430000
